ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion
5,COAHUILA,1,ACUÑA,PAN,1411,73315,22,2456,75793,145420,1411
5,COAHUILA,1,ACUÑA,PRI,28007,73315,22,2456,75793,145420,28007
5,COAHUILA,1,ACUÑA,PRD,2515,73315,22,2456,75793,145420,2515
5,COAHUILA,1,ACUÑA,PVEM,4309,73315,22,2456,75793,145420,4309
5,COAHUILA,1,ACUÑA,PT,3302,73315,22,2456,75793,145420,3302
5,COAHUILA,1,ACUÑA,UDC,15670,73315,22,2456,75793,145420,15670
5,COAHUILA,1,ACUÑA,MC,633,73315,22,2456,75793,145420,633
5,COAHUILA,1,ACUÑA,MORENA,16023,73315,22,2456,75793,145420,16023
5,COAHUILA,1,ACUÑA,PAN_PRI_PRD,495,73315,22,2456,75793,145420,32428
5,COAHUILA,1,ACUÑA,PAN_PRI,320,73315,22,2456,75793,145420,29738
5,COAHUILA,1,ACUÑA,PAN_PRD,21,73315,22,2456,75793,145420,3947
5,COAHUILA,1,ACUÑA,PRI_PRD,97,73315,22,2456,75793,145420,30619
5,COAHUILA,1,ACUÑA,PVEM_UDC,512,73315,22,2456,75793,145420,20491
5,COAHUILA,10,TORREON,PAN,6501,80001,24,1851,81876,136172,6501
5,COAHUILA,10,TORREON,PRI,35265,80001,24,1851,81876,136172,35265
5,COAHUILA,10,TORREON,PRD,1438,80001,24,1851,81876,136172,1438
5,COAHUILA,10,TORREON,PVEM,3208,80001,24,1851,81876,136172,3208
5,COAHUILA,10,TORREON,PT,4512,80001,24,1851,81876,136172,4512
5,COAHUILA,10,TORREON,UDC,1140,80001,24,1851,81876,136172,1140
5,COAHUILA,10,TORREON,MC,1356,80001,24,1851,81876,136172,1356
5,COAHUILA,10,TORREON,MORENA,25809,80001,24,1851,81876,136172,25809
5,COAHUILA,10,TORREON,PAN_PRI_PRD,386,80001,24,1851,81876,136172,43590
5,COAHUILA,10,TORREON,PAN_PRI,309,80001,24,1851,81876,136172,42075
5,COAHUILA,10,TORREON,PAN_PRD,14,80001,24,1851,81876,136172,7953
5,COAHUILA,10,TORREON,PRI_PRD,32,80001,24,1851,81876,136172,36735
5,COAHUILA,10,TORREON,PVEM_UDC,31,80001,24,1851,81876,136172,4379
5,COAHUILA,11,TORREON,PAN,3212,56992,14,1605,58611,112970,3212
5,COAHUILA,11,TORREON,PRI,26737,56992,14,1605,58611,112970,26737
5,COAHUILA,11,TORREON,PRD,1254,56992,14,1605,58611,112970,1254
5,COAHUILA,11,TORREON,PVEM,2643,56992,14,1605,58611,112970,2643
5,COAHUILA,11,TORREON,PT,3553,56992,14,1605,58611,112970,3553
5,COAHUILA,11,TORREON,UDC,818,56992,14,1605,58611,112970,818
5,COAHUILA,11,TORREON,MC,885,56992,14,1605,58611,112970,885
5,COAHUILA,11,TORREON,MORENA,17390,56992,14,1605,58611,112970,17390
5,COAHUILA,11,TORREON,PAN_PRI_PRD,230,56992,14,1605,58611,112970,31433
5,COAHUILA,11,TORREON,PAN_PRI,189,56992,14,1605,58611,112970,30138
5,COAHUILA,11,TORREON,PAN_PRD,10,56992,14,1605,58611,112970,4476
5,COAHUILA,11,TORREON,PRI_PRD,43,56992,14,1605,58611,112970,28034
5,COAHUILA,11,TORREON,PVEM_UDC,28,56992,14,1605,58611,112970,3489
5,COAHUILA,12,RAMOS ARIZPE,PAN,4620,76472,12,2149,78633,145510,4620
5,COAHUILA,12,RAMOS ARIZPE,PRI,37262,76472,12,2149,78633,145510,37262
5,COAHUILA,12,RAMOS ARIZPE,PRD,1141,76472,12,2149,78633,145510,1141
5,COAHUILA,12,RAMOS ARIZPE,PVEM,5758,76472,12,2149,78633,145510,5758
5,COAHUILA,12,RAMOS ARIZPE,PT,8476,76472,12,2149,78633,145510,8476
5,COAHUILA,12,RAMOS ARIZPE,UDC,988,76472,12,2149,78633,145510,988
5,COAHUILA,12,RAMOS ARIZPE,MC,1112,76472,12,2149,78633,145510,1112
5,COAHUILA,12,RAMOS ARIZPE,MORENA,16067,76472,12,2149,78633,145510,16067
5,COAHUILA,12,RAMOS ARIZPE,PAN_PRI_PRD,495,76472,12,2149,78633,145510,43518
5,COAHUILA,12,RAMOS ARIZPE,PAN_PRI,439,76472,12,2149,78633,145510,42321
5,COAHUILA,12,RAMOS ARIZPE,PAN_PRD,16,76472,12,2149,78633,145510,5777
5,COAHUILA,12,RAMOS ARIZPE,PRI_PRD,59,76472,12,2149,78633,145510,38462
5,COAHUILA,12,RAMOS ARIZPE,PVEM_UDC,39,76472,12,2149,78633,145510,6785
5,COAHUILA,13,SALTILLO,PAN,7974,106025,40,2717,108782,182881,7974
5,COAHUILA,13,SALTILLO,PRI,49605,106025,40,2717,108782,182881,49605
5,COAHUILA,13,SALTILLO,PRD,989,106025,40,2717,108782,182881,989
5,COAHUILA,13,SALTILLO,PVEM,4444,106025,40,2717,108782,182881,4444
5,COAHUILA,13,SALTILLO,PT,8659,106025,40,2717,108782,182881,8659
5,COAHUILA,13,SALTILLO,UDC,1931,106025,40,2717,108782,182881,1931
5,COAHUILA,13,SALTILLO,MC,4298,106025,40,2717,108782,182881,4298
5,COAHUILA,13,SALTILLO,MORENA,26436,106025,40,2717,108782,182881,26436
5,COAHUILA,13,SALTILLO,PAN_PRI_PRD,961,106025,40,2717,108782,182881,59529
5,COAHUILA,13,SALTILLO,PAN_PRI,596,106025,40,2717,108782,182881,58175
5,COAHUILA,13,SALTILLO,PAN_PRD,14,106025,40,2717,108782,182881,8977
5,COAHUILA,13,SALTILLO,PRI_PRD,59,106025,40,2717,108782,182881,50653
5,COAHUILA,13,SALTILLO,PVEM_UDC,59,106025,40,2717,108782,182881,6434
5,COAHUILA,14,SALTILLO,PAN,5750,76617,25,1646,78288,149128,5750
5,COAHUILA,14,SALTILLO,PRI,36292,76617,25,1646,78288,149128,36292
5,COAHUILA,14,SALTILLO,PRD,807,76617,25,1646,78288,149128,807
5,COAHUILA,14,SALTILLO,PVEM,4780,76617,25,1646,78288,149128,4780
5,COAHUILA,14,SALTILLO,PT,5920,76617,25,1646,78288,149128,5920
5,COAHUILA,14,SALTILLO,UDC,1380,76617,25,1646,78288,149128,1380
5,COAHUILA,14,SALTILLO,MC,2681,76617,25,1646,78288,149128,2681
5,COAHUILA,14,SALTILLO,MORENA,17927,76617,25,1646,78288,149128,17927
5,COAHUILA,14,SALTILLO,PAN_PRI_PRD,593,76617,25,1646,78288,149128,43442
5,COAHUILA,14,SALTILLO,PAN_PRI,355,76617,25,1646,78288,149128,42397
5,COAHUILA,14,SALTILLO,PAN_PRD,30,76617,25,1646,78288,149128,6587
5,COAHUILA,14,SALTILLO,PRI_PRD,36,76617,25,1646,78288,149128,37135
5,COAHUILA,14,SALTILLO,PVEM_UDC,66,76617,25,1646,78288,149128,6226
5,COAHUILA,15,SALTILLO,PAN,4115,73598,17,2099,75714,146202,4115
5,COAHUILA,15,SALTILLO,PRI,36145,73598,17,2099,75714,146202,36145
5,COAHUILA,15,SALTILLO,PRD,1179,73598,17,2099,75714,146202,1179
5,COAHUILA,15,SALTILLO,PVEM,4165,73598,17,2099,75714,146202,4165
5,COAHUILA,15,SALTILLO,PT,5651,73598,17,2099,75714,146202,5651
5,COAHUILA,15,SALTILLO,UDC,1341,73598,17,2099,75714,146202,1341
5,COAHUILA,15,SALTILLO,MC,1545,73598,17,2099,75714,146202,1545
5,COAHUILA,15,SALTILLO,MORENA,18322,73598,17,2099,75714,146202,18322
5,COAHUILA,15,SALTILLO,PAN_PRI_PRD,624,73598,17,2099,75714,146202,42063
5,COAHUILA,15,SALTILLO,PAN_PRI,389,73598,17,2099,75714,146202,40649
5,COAHUILA,15,SALTILLO,PAN_PRD,17,73598,17,2099,75714,146202,5311
5,COAHUILA,15,SALTILLO,PRI_PRD,64,73598,17,2099,75714,146202,37388
5,COAHUILA,15,SALTILLO,PVEM_UDC,41,73598,17,2099,75714,146202,5547
5,COAHUILA,16,SALTILLO,PAN,2651,88583,33,2380,90996,161473,2651
5,COAHUILA,16,SALTILLO,PRI,41420,88583,33,2380,90996,161473,41420
5,COAHUILA,16,SALTILLO,PRD,885,88583,33,2380,90996,161473,885
5,COAHUILA,16,SALTILLO,PVEM,5688,88583,33,2380,90996,161473,5688
5,COAHUILA,16,SALTILLO,PT,7708,88583,33,2380,90996,161473,7708
5,COAHUILA,16,SALTILLO,UDC,1546,88583,33,2380,90996,161473,1546
5,COAHUILA,16,SALTILLO,MC,2860,88583,33,2380,90996,161473,2860
5,COAHUILA,16,SALTILLO,MORENA,24490,88583,33,2380,90996,161473,24490
5,COAHUILA,16,SALTILLO,PAN_PRI_PRD,716,88583,33,2380,90996,161473,45672
5,COAHUILA,16,SALTILLO,PAN_PRI,472,88583,33,2380,90996,161473,44543
5,COAHUILA,16,SALTILLO,PAN_PRD,21,88583,33,2380,90996,161473,3557
5,COAHUILA,16,SALTILLO,PRI_PRD,66,88583,33,2380,90996,161473,42371
5,COAHUILA,16,SALTILLO,PVEM_UDC,60,88583,33,2380,90996,161473,7294
5,COAHUILA,2,PIEDRAS NEGRAS,PAN,2396,69356,9,1558,70923,140088,2396
5,COAHUILA,2,PIEDRAS NEGRAS,PRI,30446,69356,9,1558,70923,140088,30446
5,COAHUILA,2,PIEDRAS NEGRAS,PRD,2486,69356,9,1558,70923,140088,2486
5,COAHUILA,2,PIEDRAS NEGRAS,PVEM,1452,69356,9,1558,70923,140088,1452
5,COAHUILA,2,PIEDRAS NEGRAS,PT,3150,69356,9,1558,70923,140088,3150
5,COAHUILA,2,PIEDRAS NEGRAS,UDC,1253,69356,9,1558,70923,140088,1253
5,COAHUILA,2,PIEDRAS NEGRAS,MC,1359,69356,9,1558,70923,140088,1359
5,COAHUILA,2,PIEDRAS NEGRAS,MORENA,25586,69356,9,1558,70923,140088,25586
5,COAHUILA,2,PIEDRAS NEGRAS,PAN_PRI_PRD,583,69356,9,1558,70923,140088,35911
5,COAHUILA,2,PIEDRAS NEGRAS,PAN_PRI,475,69356,9,1558,70923,140088,33317
5,COAHUILA,2,PIEDRAS NEGRAS,PAN_PRD,32,69356,9,1558,70923,140088,4914
5,COAHUILA,2,PIEDRAS NEGRAS,PRI_PRD,95,69356,9,1558,70923,140088,33027
5,COAHUILA,2,PIEDRAS NEGRAS,PVEM_UDC,43,69356,9,1558,70923,140088,2748
5,COAHUILA,3,SABINAS,PAN,2708,82431,17,2099,84547,153270,2708
5,COAHUILA,3,SABINAS,PRI,34956,82431,17,2099,84547,153270,34956
5,COAHUILA,3,SABINAS,PRD,1149,82431,17,2099,84547,153270,1149
5,COAHUILA,3,SABINAS,PVEM,1294,82431,17,2099,84547,153270,1294
5,COAHUILA,3,SABINAS,PT,12339,82431,17,2099,84547,153270,12339
5,COAHUILA,3,SABINAS,UDC,5327,82431,17,2099,84547,153270,5327
5,COAHUILA,3,SABINAS,MC,1174,82431,17,2099,84547,153270,1174
5,COAHUILA,3,SABINAS,MORENA,22540,82431,17,2099,84547,153270,22540
5,COAHUILA,3,SABINAS,PAN_PRI_PRD,396,82431,17,2099,84547,153270,39209
5,COAHUILA,3,SABINAS,PAN_PRI,382,82431,17,2099,84547,153270,38046
5,COAHUILA,3,SABINAS,PAN_PRD,22,82431,17,2099,84547,153270,3879
5,COAHUILA,3,SABINAS,PRI_PRD,64,82431,17,2099,84547,153270,36169
5,COAHUILA,3,SABINAS,PVEM_UDC,80,82431,17,2099,84547,153270,6701
5,COAHUILA,4,SAN PEDRO,PAN,3350,88042,82,3528,91652,142692,3350
5,COAHUILA,4,SAN PEDRO,PRI,37456,88042,82,3528,91652,142692,37456
5,COAHUILA,4,SAN PEDRO,PRD,5096,88042,82,3528,91652,142692,5096
5,COAHUILA,4,SAN PEDRO,PVEM,6923,88042,82,3528,91652,142692,6923
5,COAHUILA,4,SAN PEDRO,PT,9092,88042,82,3528,91652,142692,9092
5,COAHUILA,4,SAN PEDRO,UDC,3112,88042,82,3528,91652,142692,3112
5,COAHUILA,4,SAN PEDRO,MC,851,88042,82,3528,91652,142692,851
5,COAHUILA,4,SAN PEDRO,MORENA,21207,88042,82,3528,91652,142692,21207
5,COAHUILA,4,SAN PEDRO,PAN_PRI_PRD,345,88042,82,3528,91652,142692,46247
5,COAHUILA,4,SAN PEDRO,PAN_PRI,306,88042,82,3528,91652,142692,41112
5,COAHUILA,4,SAN PEDRO,PAN_PRD,33,88042,82,3528,91652,142692,8479
5,COAHUILA,4,SAN PEDRO,PRI_PRD,167,88042,82,3528,91652,142692,42719
5,COAHUILA,4,SAN PEDRO,PVEM_UDC,104,88042,82,3528,91652,142692,10139
5,COAHUILA,5,MONCLOVA,PAN,11683,82527,14,2092,84633,149135,11683
5,COAHUILA,5,MONCLOVA,PRI,26803,82527,14,2092,84633,149135,26803
5,COAHUILA,5,MONCLOVA,PRD,857,82527,14,2092,84633,149135,857
5,COAHUILA,5,MONCLOVA,PVEM,4816,82527,14,2092,84633,149135,4816
5,COAHUILA,5,MONCLOVA,PT,9850,82527,14,2092,84633,149135,9850
5,COAHUILA,5,MONCLOVA,UDC,1802,82527,14,2092,84633,149135,1802
5,COAHUILA,5,MONCLOVA,MC,2122,82527,14,2092,84633,149135,2122
5,COAHUILA,5,MONCLOVA,MORENA,23355,82527,14,2092,84633,149135,23355
5,COAHUILA,5,MONCLOVA,PAN_PRI_PRD,454,82527,14,2092,84633,149135,39797
