ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,TXVER,PODEMOS,PC,UC,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,87,IXTACZOQUITLAN,32,83,2294,3742,994,3806,290,2285,12368,457,202,401,355,1123,711,409,97,19,7,10,32,2,45,22,29671,10,858,30539,48627,
30,VERACRUZ,88,JALACINGO,19,52,934,1093,121,3536,497,1130,2295,619,544,487,3098,277,1290,572,35,14,1,1,18,13,14,4,16593,2,711,17306,28468,
30,VERACRUZ,90,JALCOMULCO,4,8,33,75,19,15,1030,1140,217,14,28,4,763,6,17,7,0,0,0,0,2,2,0,8,3380,0,52,3432,4217,
30,VERACRUZ,91,JALTIPAN,33,58,1417,845,129,251,222,1873,8550,238,295,117,32,1542,218,2291,53,9,3,4,31,3,7,18,18148,1,424,18573,29882,
30,VERACRUZ,92,JAMAPA,8,15,1037,185,51,230,38,239,1245,34,18,6,1157,94,606,734,17,14,4,0,8,0,13,1,5731,3,208,5942,8581,
30,VERACRUZ,93,JESUS CARRANZA,22,44,316,227,1475,379,2009,146,4549,149,29,5,0,167,977,184,22,2,13,2,3,8,1,10,10673,6,302,10981,19322,
30,VERACRUZ,94,JILOTEPEC,9,20,490,302,59,1315,994,1002,2262,512,51,71,271,258,597,88,18,5,3,1,0,0,0,0,8299,0,235,8534,11946,
30,VERACRUZ,168,JOSE AZUETA,19,34,1793,1674,49,2675,222,128,3615,247,20,8,10,67,46,44,3,5,6,6,104,53,105,21,10901,0,478,11379,18171,
30,VERACRUZ,95,JUAN RODRIGUEZ CLARA,22,46,567,400,346,240,135,4656,4013,2072,58,11,151,300,353,88,8,7,3,0,5,4,20,1,13438,13,575,14026,26369,
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,27,355,181,1600,1704,2151,560,1227,41,51,4,49,57,250,32,162,4,36,8,0,0,0,0,8472,2,683,9157,12024,
30,VERACRUZ,17,LA ANTIGUA,21,42,1213,838,157,135,1467,2959,4383,465,214,160,359,73,398,134,37,12,0,1,89,11,7,75,13187,9,394,13590,24183,
30,VERACRUZ,128,LA PERLA,8,27,5105,326,1722,66,55,1577,736,15,28,6,3,58,560,29,28,14,17,4,1,0,0,2,10352,0,257,10609,15586,
30,VERACRUZ,97,LANDERO Y COSS,2,3,471,7,14,40,234,75,157,217,47,6,1,5,3,7,0,0,0,0,0,0,0,0,1284,0,45,1329,1497,
30,VERACRUZ,63,LAS CHOAPAS,43,112,3647,3640,1281,404,1653,252,16115,449,132,14,34,506,203,314,707,131,58,41,232,52,45,207,30117,19,1284,31420,56791,
30,VERACRUZ,108,LAS MINAS,2,4,110,99,49,9,179,931,428,2,245,4,69,26,24,9,2,0,1,0,0,0,0,2,2189,0,32,2221,2521,
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,23,452,1130,334,249,386,819,3431,418,269,86,612,275,245,132,17,5,2,4,27,8,1,12,8914,5,302,9221,13636,
30,VERACRUZ,98,LERDO DE TEJADA,16,28,1546,404,165,189,63,496,5417,144,128,4,81,532,254,83,45,26,5,1,13,0,7,5,9608,1,258,9867,15490,
30,VERACRUZ,138,LOS REYES,3,7,374,842,77,156,166,797,536,54,22,4,18,20,10,8,1,13,5,0,9,2,2,4,3120,1,123,3244,4079,
30,VERACRUZ,99,MAGDALENA,3,5,21,48,17,17,597,6,105,32,482,5,5,31,9,570,3,1,0,0,3,5,0,0,1957,0,80,2037,2290,
30,VERACRUZ,100,MALTRATA,9,22,1388,1490,154,79,80,103,2292,48,1313,18,118,161,63,68,13,3,3,1,6,1,0,4,7406,6,308,7720,12129,
30,VERACRUZ,101,MANLIO FABIO ALTAMIRANO,16,34,2551,380,52,1063,112,1450,4257,106,545,10,267,246,651,266,91,19,3,0,4,1,10,7,12091,6,319,12416,17625,
30,VERACRUZ,102,MARIANO ESCOBEDO,16,41,711,917,4713,237,210,1156,4912,99,57,23,26,249,202,95,174,13,42,34,25,5,16,28,13944,6,525,14475,23696,
30,VERACRUZ,103,MARTINEZ DE LA TORRE,62,144,5720,2740,434,1249,671,3141,18598,724,966,894,525,501,1142,1492,54,24,8,2,95,17,49,45,39091,18,1019,40128,80653,
30,VERACRUZ,104,MECATLAN,5,14,1578,84,56,75,1005,1583,525,8,14,3,4,1163,15,10,14,4,3,0,39,30,11,15,6239,0,178,6417,8002,
30,VERACRUZ,105,MECAYAPAN,7,24,281,731,2074,59,120,1587,2033,85,537,46,15,239,216,771,120,7,12,17,1,0,0,1,8952,2,415,9369,13880,
30,VERACRUZ,106,MEDELLIN DE BRAVO,36,94,8772,731,198,3611,271,3941,8134,144,75,38,146,228,409,325,147,48,21,1,192,34,203,31,27700,21,707,28428,56240,
30,VERACRUZ,107,MIAHUATLAN,3,7,80,28,10,563,476,52,451,14,18,6,0,466,10,704,0,0,0,0,0,0,0,0,2878,0,126,3004,3495,
30,VERACRUZ,109,MINATITLAN,105,227,6189,5059,1326,1374,1010,3012,38044,1873,380,97,0,978,1299,1553,382,81,34,13,258,25,81,164,63232,67,1678,64977,123617,
30,VERACRUZ,110,MISANTLA,53,97,5635,553,323,2022,8863,3102,5880,358,314,106,30,146,160,117,180,53,28,4,0,0,0,0,27874,1,1241,29116,48052,
30,VERACRUZ,111,MIXTLA DE ALTAMIRANO,5,13,486,152,21,51,61,25,2385,40,1592,13,620,72,184,35,3,3,1,0,2,1,5,5,5757,0,232,5989,7705,
30,VERACRUZ,112,MOLOACAN,11,28,59,2312,32,34,31,1212,3171,215,26,4,3,78,39,934,56,4,0,0,5,0,1,4,8220,0,230,8450,12401,
30,VERACRUZ,205,NANCHITAL DE LAZARO CARDENAS DEL RIO,20,43,176,1899,1222,140,59,580,8214,126,68,10,48,129,177,1314,13,1,1,1,9,2,1,12,14202,3,275,14480,22384,
30,VERACRUZ,113,NAOLINCO,13,29,2174,820,279,690,1599,764,2975,81,247,1244,28,64,79,191,17,12,6,0,0,0,0,0,11270,0,373,11643,16222,
30,VERACRUZ,114,NARANJAL,3,6,129,603,49,193,70,285,703,9,10,13,1,278,3,219,9,1,2,1,9,3,3,2,2595,1,102,2698,3479,
30,VERACRUZ,15,NARANJOS AMATLAN,19,36,2213,794,78,2684,204,123,5048,54,472,6,514,305,40,267,59,24,5,1,7,3,17,7,12925,1,262,13188,19516,
30,VERACRUZ,115,NAUTLA,11,19,200,360,824,1527,747,354,1422,95,10,115,61,28,51,17,5,1,0,4,0,0,0,0,5821,0,152,5973,8213,
30,VERACRUZ,116,NOGALES,19,55,2247,886,619,2929,228,920,7732,106,255,106,203,722,1118,313,27,7,9,2,88,8,56,22,18603,34,676,19313,34366,
30,VERACRUZ,117,OLUTA,10,21,1282,215,195,358,634,1189,2993,258,79,50,6,31,62,139,2,2,8,0,8,4,7,5,7527,0,203,7730,11994,
30,VERACRUZ,118,OMEALCA,16,32,360,2549,69,88,320,182,6242,73,38,11,12,113,136,124,64,25,1,2,7,1,6,9,10432,11,308,10751,16839,
30,VERACRUZ,119,ORIZABA,98,186,8396,15691,895,961,1068,1218,26071,353,347,184,386,991,1277,802,1003,216,23,17,273,31,94,126,60423,59,1330,61812,100877,
30,VERACRUZ,120,OTATITLAN,5,9,109,113,61,86,236,41,1575,583,1,1,21,106,18,31,2,3,0,0,18,4,9,28,3046,0,79,3125,4100,
30,VERACRUZ,121,OTEAPAN,6,17,693,746,367,251,81,142,1396,238,499,545,56,216,362,1363,131,1,2,1,9,5,5,5,7114,1,200,7315,10268,
30,VERACRUZ,122,OZULUAMA,29,39,3314,510,50,4925,30,45,2066,44,42,0,31,47,39,27,98,44,19,3,16,1,31,5,11387,2,289,11678,15852,
30,VERACRUZ,123,PAJAPAN,9,22,902,205,219,109,163,259,2335,77,64,9,371,181,2067,1358,2,3,5,1,9,2,3,6,8350,1,357,8708,13134,
30,VERACRUZ,124,PANUCO,83,140,10823,2152,1034,2328,617,353,23406,326,121,0,201,559,497,213,313,153,64,19,214,54,210,69,43726,10,1044,44780,69678,
30,VERACRUZ,125,PAPANTLA,94,224,2743,4226,13567,966,2383,8021,29328,599,492,246,675,1665,1029,808,673,42,69,66,139,26,35,145,67943,11,1676,69630,123241,
30,VERACRUZ,127,PASO DE OVEJAS,24,48,1419,3265,82,234,326,2195,5275,60,548,640,19,117,87,251,6,8,2,0,67,23,4,26,14654,2,366,15022,24921,
30,VERACRUZ,126,PASO DEL MACHO,14,42,1723,1576,879,1752,160,3237,5156,112,35,170,35,161,356,267,35,10,6,2,67,24,48,10,15821,34,550,16405,23404,
30,VERACRUZ,129,PEROTE,31,89,1633,7761,414,729,1062,4387,8209,230,392,142,434,296,1104,387,288,107,16,18,117,22,43,48,27839,14,1047,28900,51824,
30,VERACRUZ,130,PLATON SANCHEZ,14,25,3906,174,28,47,48,41,4572,72,44,5,47,65,301,104,15,8,1,0,11,2,3,0,9494,3,160,9657,12982,
30,VERACRUZ,131,PLAYA VICENTE,24,56,4254,3017,99,2673,598,1324,6447,196,43,11,7,64,142,191,16,16,5,3,187,66,88,36,19483,2,572,20057,30006,
30,VERACRUZ,132,POZA RICA DE HIDALGO,110,254,6566,5621,3546,1264,1633,4081,37217,611,2240,905,2290,2129,1633,4406,597,68,48,27,385,46,86,238,75637,33,1689,77359,147688,
30,VERACRUZ,133,PUEBLO VIEJO,40,69,1100,1226,5076,842,973,165,10961,83,157,0,204,373,1028,533,32,10,4,13,146,31,44,64,23065,3,512,23580,36462,
30,VERACRUZ,134,PUENTE NACIONAL,15,33,2199,635,303,872,219,1691,3612,99,439,27,25,81,238,230,33,8,5,5,62,12,26,6,10827,0,297,11124,17199,
30,VERACRUZ,135,RAFAEL DELGADO,9,24,772,537,63,374,580,686,2865,546,147,906,89,626,212,1243,26,6,1,2,7,1,0,5,9694,7,367,10068,14720,
30,VERACRUZ,136,RAFAEL LUCIO,3,9,219,1075,937,26,51,115,1093,20,16,9,150,33,872,57,8,1,1,2,3,0,1,2,4691,0,135,4826,6174,
30,VERACRUZ,139,RIO BLANCO,24,56,2131,2498,667,252,282,908,8865,359,440,533,531,370,373,520,78,15,6,5,68,8,14,30,18953,32,514,19499,34354,
30,VERACRUZ,140,SALTABARRANCA,5,9,701,46,146,31,84,783,609,5,5,2,2,1103,7,232,4,1,1,0,4,1,0,2,3769,0,79,3848,4939,
30,VERACRUZ,141,SAN ANDRES TENEJAPAN,2,4,138,164,85,13,75,21,274,353,218,18,121,102,8,105,0,0,1,0,0,1,0,2,1699,0,67,1766,2069,
30,VERACRUZ,142,SAN ANDRES TUXTLA,82,213,2242,3492,1893,2978,1474,13915,20858,760,808,215,1630,1301,1658,1151,345,70,42,53,513,115,189,107,55809,9,1897,57715,121601,
30,VERACRUZ,143,SAN JUAN EVANGELISTA,27,51,806,1136,533,4804,860,138,4575,180,29,4,9,123,80,72,91,25,10,12,216,84,140,27,13954,0,569,14523,24361,
30,VERACRUZ,211,SAN RAFAEL,28,46,940,755,4909,96,92,463,4616,162,83,17,18,113,1282,149,75,9,19,10,20,2,2,3,13835,15,297,14147,23452,
30,VERACRUZ,212,SANTIAGO SOCHIAPAN,7,17,1510,545,47,38,47,43,1389,118,1347,5,212,111,307,263,93,119,5,1,0,1,0,2,6203,0,319,6522,9177,
30,VERACRUZ,144,SANTIAGO TUXTLA,38,79,799,1177,5950,545,1175,3794,8855,2102,382,262,204,296,1262,798,237,13,43,43,122,32,19,58,28168,2,1119,29289,44493,
30,VERACRUZ,145,SAYULA DE ALEMAN,19,44,178,442,4782,567,151,73,8117,330,62,100,18,116,210,235,24,4,16,7,14,4,10,10,15470,1,322,15793,23465,
30,VERACRUZ,147,SOCHIAPA,2,5,537,124,34,721,33,15,688,20,105,0,1,5,13,62,2,0,3,0,26,7,20,3,2419,0,66,2485,2947,
30,VERACRUZ,146,SOCONUSCO,8,18,198,82,207,149,79,2211,3991,189,14,7,11,43,63,116,5,1,0,0,5,0,3,1,7375,1,123,7499,10631,
30,VERACRUZ,148,SOLEDAD ATZOMPA,9,29,299,4475,2766,55,114,103,2691,66,25,9,21,101,245,470,3,3,8,5,2,0,0,3,11464,0,384,11848,15270,
30,VERACRUZ,149,SOLEDAD DE DOBLADO,17,42,1400,2696,123,459,270,4041,4549,227,61,11,16,234,154,69,116,44,9,12,76,13,31,11,14622,12,349,14983,22423,
30,VERACRUZ,150,SOTEAPAN,11,41,1065,5570,191,79,112,131,5608,196,53,28,47,1093,1462,423,171,45,6,10,7,0,4,12,16313,0,646,16959,24721,
30,VERACRUZ,151,TAMALIN,8,16,1003,1446,42,52,65,982,1319,23,3,0,13,12,21,9,1,4,0,2,10,5,1,3,5016,0,87,5103,8686,
30,VERACRUZ,152,TAMIAHUA,21,37,387,940,320,2781,134,123,4173,105,1269,94,12,257,276,527,12,1,2,1,0,0,0,0,11414,1,306,11721,17140,
30,VERACRUZ,153,TAMPICO ALTO,19,23,1696,76,34,1029,55,363,3098,47,72,0,4,50,65,77,1,3,1,0,0,0,3,1,6675,1,155,6831,9043,
30,VERACRUZ,154,TANCOCO,7,9,308,41,261,446,168,133,880,10,891,3,4,23,7,141,0,2,0,1,6,1,2,2,3330,0,100,3430,4441,
30,VERACRUZ,155,TANTIMA,11,16,617,359,96,115,52,88,3478,77,65,0,66,75,101,1098,8,4,2,1,17,3,3,1,6326,0,187,6513,8951,
30,VERACRUZ,156,TANTOYUCA,60,126,22255,1961,460,1404,646,337,15285,429,380,31,250,520,308,374,121,120,37,11,210,39,101,31,45310,14,1026,46350,70715,
