ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,MORENA,NAO,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,2,ACATLAN DE PEREZ FIGUEROA,33,65,,,,,,,,,,,,,,,,,,,,,,,32526,
20,OAXACA,24,COSOLAPA,10,17,,,,,,,,,,,,,,,,,,,,,,,10082,
20,OAXACA,167,SAN JOSE INDEPENDENCIA,3,6,,,,,,,,,,,,,,,,,,,,,,,3232,
20,OAXACA,170,SAN JOSE TENANGO,16,27,,,,,,,,,,,,,,,,,,,,,,,12181,
20,OAXACA,182,SAN JUAN BAUTISTA TUXTEPEC,75,205,1952,7053,326,2687,1390,5420,723,33084,9020,1387,393,2518,125,187,5,9,0,0,66279,13,1693,67985,116540,
20,OAXACA,276,SAN MIGUEL SOYALTEPEC,24,57,,,,,,,,,,,,,,,,,,,,,,,27931,
20,OAXACA,307,SAN PEDRO IXCATLAN,9,17,,,,,,,,,,,,,,,,,,,,,,,7808,
20,OAXACA,404,SANTA MARIA CHILCHOTLA,17,35,,,,,,,,,,,,,,,,,,,,,,,14918,
20,OAXACA,232,SAN LUCAS OJITLAN,12,32,2660,1044,350,126,36,104,19,5702,2822,34,142,52,47,25,4,0,0,0,13167,0,217,13384,16001,
20,OAXACA,11,AYOTZINTEPEC,2,8,44,523,111,59,149,43,17,1285,35,289,34,21,39,5,2,6,0,0,2662,0,172,2834,4094,
20,OAXACA,44,LOMA BONITA,32,60,502,2139,5609,611,138,167,84,4599,2411,520,105,177,17,8,20,9,0,0,17116,2,680,17798,29555,
20,OAXACA,131,SAN FELIPE JALAPA DE DIAZ,11,36,98,5090,89,3724,43,75,254,6477,253,60,324,61,21,6,1,3,0,0,16579,1,323,16903,20056,
20,OAXACA,133,SAN FELIPE USILA,5,18,1667,480,80,1476,12,174,1081,2812,7,15,20,20,13,0,0,0,0,0,7857,0,78,7935,9077,
20,OAXACA,164,SAN JOSE CHILTEPEC,6,14,430,1218,426,540,34,44,148,2303,523,48,622,129,67,9,6,4,0,0,6551,1,200,6752,8618,
20,OAXACA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1,4,73,453,13,120,2,668,6,258,1,3,0,0,1,0,0,0,0,0,1598,0,23,1621,1800,
20,OAXACA,418,SANTA MARIA JACATEPEC,6,14,170,476,857,799,31,120,14,1648,262,796,161,22,64,3,3,9,0,0,5435,0,222,5657,7413,
20,OAXACA,469,SANTIAGO JOCOTEPEC,8,20,209,2472,497,65,133,61,36,2328,12,71,42,12,33,18,5,12,0,0,6006,0,201,6207,9585,
20,OAXACA,22,CONCEPCION PAPALO,4,6,27,430,55,15,21,15,8,579,4,18,17,19,8,2,1,3,0,0,1222,0,30,1252,2112,
20,OAXACA,27,CUYAMECALCO VILLA DE ZARAGOZA,4,6,31,414,21,27,23,18,18,499,5,32,20,8,12,4,0,3,0,0,1135,0,49,1184,2524,
20,OAXACA,29,ELOXOCHITLAN DE FLORES MAGON,4,7,16,655,11,17,39,12,8,354,86,9,16,13,21,8,0,0,0,0,1265,0,85,1350,2689,
20,OAXACA,38,HUAUTEPEC,4,8,11,1201,13,6,44,19,18,1877,12,18,218,34,3,1,0,0,0,0,3475,1,87,3563,4329,
20,OAXACA,39,HUAUTLA DE JIMENEZ,19,42,297,3246,3677,64,1087,163,107,5330,1056,163,172,112,29,4,8,31,0,0,15546,0,655,16201,22172,
20,OAXACA,58,MAZATLAN VILLA DE FLORES,10,21,112,1386,100,57,122,51,73,1580,35,79,75,48,31,25,3,8,0,0,3785,1,215,4001,8528,
20,OAXACA,95,SAN ANDRES TEOTILALPAM,2,7,37,428,7,16,16,17,18,1044,19,44,55,7,8,3,1,0,0,0,1720,0,58,1778,2808,
20,OAXACA,106,SAN ANTONIO NANAHUATIPAM,1,2,10,99,6,5,12,4,2,447,1,3,2,2,3,2,0,0,0,0,598,0,0,598,1028,
20,OAXACA,115,SAN BARTOLOME AYAUTLA,3,5,33,338,9,220,236,8,15,406,573,295,25,79,0,0,1,0,0,0,2238,0,106,2344,2875,
20,OAXACA,136,SAN FRANCISCO CHAPULAPA,1,3,3,362,6,12,30,6,11,237,0,13,10,6,4,4,0,2,0,0,706,0,15,721,1357,
20,OAXACA,139,SAN FRANCISCO HUEHUETLAN,1,1,5,68,8,5,6,8,6,134,1,8,7,5,0,0,0,1,0,0,262,0,32,294,616,
20,OAXACA,160,SAN JERONIMO TECOATL,2,3,6,170,19,15,51,2,6,188,1,6,8,16,5,3,0,3,0,0,499,0,39,538,1069,
20,OAXACA,175,SAN JUAN BAUTISTA CUICATLAN,13,20,177,1690,121,33,51,35,188,2807,56,34,29,77,17,11,4,8,0,0,5338,0,217,5555,7550,
20,OAXACA,187,CHIQUIHUITLAN DE BENITO JUAREZ,2,3,17,311,16,11,18,16,13,369,1,35,50,26,6,0,0,1,0,0,890,1,33,924,1605,
20,OAXACA,189,SAN JUAN COATZOSPAM,1,3,31,294,20,109,289,2,2,131,2,26,1,309,24,1,0,3,0,0,1244,0,50,1294,1571,
20,OAXACA,193,SAN JUAN DE LOS CUES,2,4,28,298,12,6,10,5,36,456,2,31,6,2,6,1,0,2,0,0,901,0,24,925,1856,
20,OAXACA,220,SAN JUAN TEPEUXILA,4,5,23,245,16,6,31,8,26,538,3,10,2,3,3,4,0,0,0,0,918,0,17,935,1879,
20,OAXACA,228,SAN LORENZO CUAUNECUILTITLA,1,1,14,119,1,2,19,2,2,82,10,5,3,2,1,3,0,0,0,0,265,0,5,270,475,
20,OAXACA,234,SAN LUCAS ZOQUIAPAM,4,11,389,1133,47,25,71,8,26,625,20,26,40,20,17,25,1,5,0,0,2478,1,118,2597,4613,
20,OAXACA,244,SAN MARTIN TOXPALAN,2,7,14,330,11,13,14,8,71,630,1,25,14,4,8,5,0,1,0,0,1149,0,39,1188,2766,
20,OAXACA,255,SAN MATEO YOLOXOCHITLAN,2,4,21,382,11,5,150,6,8,505,76,15,25,24,6,5,0,0,0,0,1239,0,46,1285,2487,
20,OAXACA,275,SAN MIGUEL SANTA FLOR,1,1,14,95,10,7,6,10,6,79,2,8,6,7,6,0,0,0,0,0,256,0,25,281,560,
20,OAXACA,309,SAN PEDRO JALTEPETONGO,1,1,0,21,3,0,4,0,7,138,0,2,3,0,2,0,0,0,0,0,180,0,6,186,366,
20,OAXACA,311,SAN PEDRO JOCOTIPAC,1,1,1,95,6,4,8,3,5,139,1,13,2,2,1,0,0,0,0,0,280,0,0,280,635,
20,OAXACA,320,SAN PEDRO OCOPETATILLO,1,1,2,215,6,2,9,4,2,43,3,7,1,4,2,3,0,0,0,0,303,0,19,322,556,
20,OAXACA,324,SAN PEDRO SOCHIAPAM,3,7,22,627,19,19,24,11,135,512,4,20,15,10,6,1,0,3,0,0,1428,0,130,1558,3217,
20,OAXACA,328,SAN PEDRO TEUTILA,3,7,37,514,25,10,39,10,27,946,60,20,34,17,3,8,0,2,0,0,1752,0,41,1793,3024,
20,OAXACA,354,SANTA ANA ATEIXTLAHUACA,1,1,0,81,5,0,5,1,6,52,2,2,2,7,1,3,0,1,0,0,168,0,12,180,321,
20,OAXACA,355,SANTA ANA CUAUHTEMOC,1,1,1,93,7,3,5,5,6,166,0,5,1,1,1,0,1,0,0,0,295,0,18,313,495,
20,OAXACA,375,SANTA CRUZ ACATEPEC,1,2,12,286,2,4,13,3,4,229,70,11,10,5,2,2,0,0,0,0,653,0,33,686,1012,
20,OAXACA,399,SANTA MARIA LA ASUNCION,2,5,205,438,26,7,79,17,9,290,44,19,63,15,6,27,1,5,0,0,1251,0,80,1331,2115,
20,OAXACA,417,SANTA MARIA IXCATLAN,1,1,2,75,6,0,5,3,3,115,2,2,0,0,1,1,0,0,0,0,215,0,6,221,368,
20,OAXACA,426,SANTA MARIA PAPALO,1,3,15,253,32,7,17,12,43,431,3,20,5,7,0,2,0,4,0,0,851,0,40,891,1506,
20,OAXACA,432,SANTA MARIA TECOMAVACA,1,3,0,353,7,2,14,6,318,456,2,1,4,2,14,0,0,0,0,0,1179,0,23,1202,1523,
20,OAXACA,435,SANTA MARIA TEOPOXCO,2,6,20,734,18,13,14,6,10,886,7,165,24,5,46,5,1,6,0,0,1960,0,57,2017,3019,
20,OAXACA,437,SANTA MARIA TEXCATITLAN,1,1,2,224,3,1,1,1,3,262,0,0,1,0,3,0,0,0,0,0,501,0,8,509,742,
20,OAXACA,439,SANTA MARIA TLALIXTAC,1,3,26,293,5,19,26,7,7,299,4,14,15,11,8,2,0,0,0,0,736,0,23,759,1162,
20,OAXACA,491,SANTIAGO TEXCALCINGO,2,4,9,812,3,9,5,1,2,52,2,10,4,21,6,3,1,1,0,0,941,0,31,972,1865,
20,OAXACA,531,SANTOS REYES PAPALO,1,3,6,237,6,3,7,2,6,123,1,1,3,5,3,0,0,0,0,0,403,0,12,415,1739,
20,OAXACA,545,TEOTITLAN DE FLORES MAGON,6,14,83,837,99,179,626,198,277,1681,50,519,68,207,13,2,0,1,0,0,4840,0,187,5027,7439,
20,OAXACA,558,VALERIO TRUJANO,2,2,2,203,10,9,0,9,154,545,13,4,7,3,5,1,0,0,0,0,965,0,32,997,1220,
20,OAXACA,7,ASUNCION NOCHIXTLAN,8,27,1076,898,424,631,651,351,738,2642,1099,58,255,206,23,9,2,1,0,0,9064,1,298,9363,14260,
20,OAXACA,21,CONCEPCION BUENAVISTA,2,3,4,50,9,5,68,3,4,134,9,4,1,8,1,0,0,0,0,0,300,0,11,311,561,
20,OAXACA,46,MAGDALENA JALTEPEC,4,6,41,120,37,29,63,16,40,394,31,11,7,6,2,2,0,0,0,0,799,0,60,859,2389,
20,OAXACA,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,1,2,9,63,5,14,24,3,75,109,37,12,4,2,0,2,0,0,0,0,359,0,9,368,1124,
20,OAXACA,54,MAGDALENA ZAHUATLAN,1,1,2,16,5,5,7,2,2,84,14,1,0,1,0,0,0,0,0,0,139,0,3,142,327,
20,OAXACA,86,SAN ANDRES DINICUITI,3,6,16,359,218,9,20,10,5,386,14,6,15,24,7,1,2,2,0,0,1094,0,41,1135,1755,
20,OAXACA,90,SAN ANDRES LAGUNAS,1,1,1,23,1,1,1,2,0,131,0,4,1,3,1,0,0,0,0,0,169,0,5,174,397,
20,OAXACA,91,SAN ANDRES NUXIÑO,2,3,17,176,10,7,17,9,10,154,18,8,7,1,1,0,0,0,0,0,435,0,22,457,1405,
