Año,ID_estado,Nombre_estado,ID_distrito_local,Cabecera_distrital_local,Partido,Votos,Votos_validos,Votos_candidato_sin_registro,Votos_nulos,Total_de_votos,Lista_nominal,votos_coalicion,Coalición
2016,28,TAMAULIPAS,9,VALLE HERMOSO,MORENA,1762,52859,381,1854,54981,102544,1762,No
2016,28,TAMAULIPAS,9,VALLE HERMOSO,ES,2197,52859,381,1854,54981,102544,2197,No
2016,28,TAMAULIPAS,9,VALLE HERMOSO,C_COMUN_PRI_PVEM_NUAL,24267,52859,381,1854,54981,102544,24267,Sí
2016,28,TAMAULIPAS,10,MATAMOROS,PAN,17289,49751,84,1577,51463,106048,17289,No
2016,28,TAMAULIPAS,10,MATAMOROS,PRI,21427,49751,84,1577,51463,106048,21427,No
2016,28,TAMAULIPAS,10,MATAMOROS,PRD,797,49751,84,1577,51463,106048,797,No
2016,28,TAMAULIPAS,10,MATAMOROS,PVEM,790,49751,84,1577,51463,106048,790,No
2016,28,TAMAULIPAS,10,MATAMOROS,PT,473,49751,84,1577,51463,106048,473,No
2016,28,TAMAULIPAS,10,MATAMOROS,MC,3801,49751,84,1577,51463,106048,3801,No
2016,28,TAMAULIPAS,10,MATAMOROS,NUAL,1152,49751,84,1577,51463,106048,1152,No
2016,28,TAMAULIPAS,10,MATAMOROS,MORENA,2742,49751,84,1577,51463,106048,2742,No
2016,28,TAMAULIPAS,10,MATAMOROS,ES,1280,49751,84,1577,51463,106048,1280,No
2016,28,TAMAULIPAS,11,MATAMOROS,PAN,18100,49792,90,2008,51379,105343,18100,No
2016,28,TAMAULIPAS,11,MATAMOROS,PRI,22361,49792,90,2008,51379,105343,22361,No
2016,28,TAMAULIPAS,11,MATAMOROS,PRD,798,49792,90,2008,51379,105343,798,No
2016,28,TAMAULIPAS,11,MATAMOROS,PVEM,827,49792,90,2008,51379,105343,827,No
2016,28,TAMAULIPAS,11,MATAMOROS,PT,512,49792,90,2008,51379,105343,512,No
2016,28,TAMAULIPAS,11,MATAMOROS,MC,2704,49792,90,2008,51379,105343,2704,No
2016,28,TAMAULIPAS,11,MATAMOROS,NUAL,1096,49792,90,2008,51379,105343,1096,No
2016,28,TAMAULIPAS,11,MATAMOROS,MORENA,2254,49792,90,2008,51379,105343,2254,No
2016,28,TAMAULIPAS,11,MATAMOROS,ES,1140,49792,90,2008,51379,105343,1140,No
2016,28,TAMAULIPAS,12,MATAMOROS,PAN,21247,57369,95,1825,59360,117801,21247,No
2016,28,TAMAULIPAS,12,MATAMOROS,PRI,25232,57369,95,1825,59360,117801,25232,No
2016,28,TAMAULIPAS,12,MATAMOROS,PRD,933,57369,95,1825,59360,117801,933,No
2016,28,TAMAULIPAS,12,MATAMOROS,PVEM,753,57369,95,1825,59360,117801,753,No
2016,28,TAMAULIPAS,12,MATAMOROS,PT,483,57369,95,1825,59360,117801,483,No
2016,28,TAMAULIPAS,12,MATAMOROS,MC,3165,57369,95,1825,59360,117801,3165,No
2016,28,TAMAULIPAS,12,MATAMOROS,NUAL,1355,57369,95,1825,59360,117801,1355,No
2016,28,TAMAULIPAS,12,MATAMOROS,MORENA,2642,57369,95,1825,59360,117801,2642,No
2016,28,TAMAULIPAS,12,MATAMOROS,ES,1559,57369,95,1825,59360,117801,1559,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,PAN,43347,82618,8,1619,84275,118365,43347,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,PRI,32352,82618,8,1619,84275,118365,32352,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,PRD,1924,82618,8,1619,84275,118365,1924,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,PVEM,249,82618,8,1619,84275,118365,249,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,PT,237,82618,8,1619,84275,118365,237,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,MC,524,82618,8,1619,84275,118365,524,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,NUAL,1686,82618,8,1619,84275,118365,1686,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,MORENA,1409,82618,8,1619,84275,118365,1409,No
2016,28,TAMAULIPAS,13,SAN FERNANDO,ES,890,82618,8,1619,84275,118365,890,No
2016,28,TAMAULIPAS,14,VICTORIA,PAN,24331,79996,50,1867,81981,120294,24331,No
2016,28,TAMAULIPAS,14,VICTORIA,PRI,27559,79996,50,1867,81981,120294,27559,No
2016,28,TAMAULIPAS,14,VICTORIA,PRD,688,79996,50,1867,81981,120294,688,No
2016,28,TAMAULIPAS,14,VICTORIA,PVEM,808,79996,50,1867,81981,120294,808,No
2016,28,TAMAULIPAS,14,VICTORIA,PT,740,79996,50,1867,81981,120294,740,No
2016,28,TAMAULIPAS,14,VICTORIA,MC,11807,79996,50,1867,81981,120294,11807,No
2016,28,TAMAULIPAS,14,VICTORIA,NUAL,2269,79996,50,1867,81981,120294,2269,No
2016,28,TAMAULIPAS,14,VICTORIA,MORENA,2294,79996,50,1867,81981,120294,2294,No
2016,28,TAMAULIPAS,14,VICTORIA,ES,3279,79996,50,1867,81981,120294,3279,No
2016,28,TAMAULIPAS,14,VICTORIA,Candidatura Independiente,6221,79996,50,1867,81981,120294,6221,No
2016,28,TAMAULIPAS,15,VICTORIA,PAN,26515,70828,90,1944,73114,117334,26515,No
2016,28,TAMAULIPAS,15,VICTORIA,PRI,23122,70828,90,1944,73114,117334,23122,No
2016,28,TAMAULIPAS,15,VICTORIA,PRD,1067,70828,90,1944,73114,117334,1067,No
2016,28,TAMAULIPAS,15,VICTORIA,PVEM,870,70828,90,1944,73114,117334,870,No
2016,28,TAMAULIPAS,15,VICTORIA,PT,1029,70828,90,1944,73114,117334,1029,No
2016,28,TAMAULIPAS,15,VICTORIA,MC,12478,70828,90,1944,73114,117334,12478,No
2016,28,TAMAULIPAS,15,VICTORIA,NUAL,2052,70828,90,1944,73114,117334,2052,No
2016,28,TAMAULIPAS,15,VICTORIA,MORENA,2147,70828,90,1944,73114,117334,2147,No
2016,28,TAMAULIPAS,15,VICTORIA,ES,1548,70828,90,1944,73114,117334,1548,No
2016,28,TAMAULIPAS,16,XICOTENCATL,PAN,44723,91736,34,2745,94520,122842,44723,No
2016,28,TAMAULIPAS,16,XICOTENCATL,PRI,38800,91736,34,2745,94520,122842,38800,No
2016,28,TAMAULIPAS,16,XICOTENCATL,PRD,1185,91736,34,2745,94520,122842,1185,No
2016,28,TAMAULIPAS,16,XICOTENCATL,PVEM,469,91736,34,2745,94520,122842,469,No
2016,28,TAMAULIPAS,16,XICOTENCATL,PT,364,91736,34,2745,94520,122842,364,No
2016,28,TAMAULIPAS,16,XICOTENCATL,MC,397,91736,34,2745,94520,122842,397,No
2016,28,TAMAULIPAS,16,XICOTENCATL,NUAL,2858,91736,34,2745,94520,122842,2858,No
2016,28,TAMAULIPAS,16,XICOTENCATL,MORENA,1375,91736,34,2745,94520,122842,1375,No
2016,28,TAMAULIPAS,16,XICOTENCATL,ES,1565,91736,34,2745,94520,122842,1565,No
2016,28,TAMAULIPAS,17,MANTE,PAN,37997,73080,45,1604,74219,118175,37997,No
2016,28,TAMAULIPAS,17,MANTE,PRI,25627,73080,45,1604,74219,118175,25627,No
2016,28,TAMAULIPAS,17,MANTE,PRD,887,73080,45,1604,74219,118175,887,No
2016,28,TAMAULIPAS,17,MANTE,PVEM,2278,73080,45,1604,74219,118175,2278,No
2016,28,TAMAULIPAS,17,MANTE,PT,745,73080,45,1604,74219,118175,745,No
2016,28,TAMAULIPAS,17,MANTE,MC,978,73080,45,1604,74219,118175,978,No
2016,28,TAMAULIPAS,17,MANTE,NUAL,1557,73080,45,1604,74219,118175,1557,No
2016,28,TAMAULIPAS,17,MANTE,MORENA,2287,73080,45,1604,74219,118175,2287,No
2016,28,TAMAULIPAS,17,MANTE,ES,724,73080,45,1604,74219,118175,724,No
2016,28,TAMAULIPAS,18,ALTAMIRA,PAN,32807,69028,36,1559,71702,114391,32807,No
2016,28,TAMAULIPAS,18,ALTAMIRA,PRD,365,69028,36,1559,71702,114391,365,No
2016,28,TAMAULIPAS,18,ALTAMIRA,PT,1386,69028,36,1559,71702,114391,1386,No
2016,28,TAMAULIPAS,18,ALTAMIRA,MC,8581,69028,36,1559,71702,114391,8581,No
2016,28,TAMAULIPAS,18,ALTAMIRA,MORENA,2067,69028,36,1559,71702,114391,2067,No
2016,28,TAMAULIPAS,18,ALTAMIRA,ES,994,69028,36,1559,71702,114391,994,No
2016,28,TAMAULIPAS,18,ALTAMIRA,C_COMUN_PRI_PVEM_NUAL,22828,69028,36,1559,71702,114391,22828,Sí
2016,28,TAMAULIPAS,19,MIRAMAR,PAN,25394,54346,39,1345,55708,103164,25394,No
2016,28,TAMAULIPAS,19,MIRAMAR,PRI,18581,54346,39,1345,55708,103164,18581,No
2016,28,TAMAULIPAS,19,MIRAMAR,PRD,1658,54346,39,1345,55708,103164,1658,No
2016,28,TAMAULIPAS,19,MIRAMAR,PVEM,855,54346,39,1345,55708,103164,855,No
2016,28,TAMAULIPAS,19,MIRAMAR,PT,672,54346,39,1345,55708,103164,672,No
2016,28,TAMAULIPAS,19,MIRAMAR,MC,3059,54346,39,1345,55708,103164,3059,No
2016,28,TAMAULIPAS,19,MIRAMAR,NUAL,1059,54346,39,1345,55708,103164,1059,No
2016,28,TAMAULIPAS,19,MIRAMAR,MORENA,2160,54346,39,1345,55708,103164,2160,No
2016,28,TAMAULIPAS,19,MIRAMAR,ES,908,54346,39,1345,55708,103164,908,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,PAN,33746,69037,88,1826,70942,125164,33746,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,PRI,21312,69037,88,1826,70942,125164,21312,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,PRD,1910,69037,88,1826,70942,125164,1910,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,PVEM,1405,69037,88,1826,70942,125164,1405,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,PT,538,69037,88,1826,70942,125164,538,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,MC,3063,69037,88,1826,70942,125164,3063,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,NUAL,1161,69037,88,1826,70942,125164,1161,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,MORENA,4791,69037,88,1826,70942,125164,4791,No
2016,28,TAMAULIPAS,20,CIUDAD MADERO,ES,1111,69037,88,1826,70942,125164,1111,No
2016,28,TAMAULIPAS,21,TAMPICO,PAN,29409,65639,66,1638,67587,116256,29409,No
2016,28,TAMAULIPAS,21,TAMPICO,PRD,6241,65639,66,1638,67587,116256,6241,No
2016,28,TAMAULIPAS,21,TAMPICO,PT,927,65639,66,1638,67587,116256,927,No
2016,28,TAMAULIPAS,21,TAMPICO,MC,3301,65639,66,1638,67587,116256,3301,No
2016,28,TAMAULIPAS,21,TAMPICO,MORENA,3293,65639,66,1638,67587,116256,3293,No
2016,28,TAMAULIPAS,21,TAMPICO,ES,1221,65639,66,1638,67587,116256,1221,No
2016,28,TAMAULIPAS,21,TAMPICO,C_COMUN_PRI_PVEM_NUAL,21247,65639,66,1638,67587,116256,21247,Sí
2016,28,TAMAULIPAS,22,TAMPICO,PAN,33124,72098,81,1679,73858,129277,33124,No
2016,28,TAMAULIPAS,22,TAMPICO,PRD,5078,72098,81,1679,73858,129277,5078,No
2016,28,TAMAULIPAS,22,TAMPICO,PT,1091,72098,81,1679,73858,129277,1091,No
2016,28,TAMAULIPAS,22,TAMPICO,MC,2275,72098,81,1679,73858,129277,2275,No
2016,28,TAMAULIPAS,22,TAMPICO,MORENA,3637,72098,81,1679,73858,129277,3637,No
2016,28,TAMAULIPAS,22,TAMPICO,ES,1025,72098,81,1679,73858,129277,1025,No
2016,28,TAMAULIPAS,22,TAMPICO,C_COMUN_PRI_PVEM_NUAL,25868,72098,81,1679,73858,129277,25868,Sí
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PAN,6490,32047,5,1624,33671,55068,6490,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PRD,3267,32047,5,1624,33671,55068,3267,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PT,1251,32047,5,1624,33671,55068,1251,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,MC,1122,32047,5,1624,33671,55068,1122,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PAC,7306,32047,5,1624,33671,55068,7306,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PS,651,32047,5,1624,33671,55068,651,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,MORENA,2702,32047,5,1624,33671,55068,2702,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,ES,1287,32047,5,1624,33671,55068,1287,No
2016,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,PRI_PVEM_NUAL,7966,32047,5,1624,33671,55068,7966,Sí
2016,29,TLAXCALA,10,HUAMANTLA,PAN,7137,31274,23,1947,33221,52776,7137,No
2016,29,TLAXCALA,10,HUAMANTLA,PRD,3161,31274,23,1947,33221,52776,3161,No
2016,29,TLAXCALA,10,HUAMANTLA,PT,1274,31274,23,1947,33221,52776,1274,No
2016,29,TLAXCALA,10,HUAMANTLA,PVEM,2066,31274,23,1947,33221,52776,2066,No
2016,29,TLAXCALA,10,HUAMANTLA,MC,477,31274,23,1947,33221,52776,477,No
2016,29,TLAXCALA,10,HUAMANTLA,PAC,2601,31274,23,1947,33221,52776,2601,No
2016,29,TLAXCALA,10,HUAMANTLA,PS,956,31274,23,1947,33221,52776,956,No
2016,29,TLAXCALA,10,HUAMANTLA,MORENA,3536,31274,23,1947,33221,52776,3536,No
2016,29,TLAXCALA,10,HUAMANTLA,ES,716,31274,23,1947,33221,52776,716,No
2016,29,TLAXCALA,10,HUAMANTLA,PRI_NUAL,9327,31274,23,1947,33221,52776,9327,Sí
2016,29,TLAXCALA,11,HUAMANTLA,PAN,7090,33272,44,2285,35557,50642,7090,No
2016,29,TLAXCALA,11,HUAMANTLA,PRD,4115,33272,44,2285,35557,50642,4115,No
2016,29,TLAXCALA,11,HUAMANTLA,PT,2151,33272,44,2285,35557,50642,2151,No
2016,29,TLAXCALA,11,HUAMANTLA,PVEM,3100,33272,44,2285,35557,50642,3100,No
2016,29,TLAXCALA,11,HUAMANTLA,MC,344,33272,44,2285,35557,50642,344,No
2016,29,TLAXCALA,11,HUAMANTLA,PAC,2689,33272,44,2285,35557,50642,2689,No
2016,29,TLAXCALA,11,HUAMANTLA,PS,735,33272,44,2285,35557,50642,735,No
2016,29,TLAXCALA,11,HUAMANTLA,MORENA,1923,33272,44,2285,35557,50642,1923,No
2016,29,TLAXCALA,11,HUAMANTLA,ES,334,33272,44,2285,35557,50642,334,No
2016,29,TLAXCALA,11,HUAMANTLA,PRI_NUAL,10747,33272,44,2285,35557,50642,10747,Sí
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PAN,6488,43060,18,2694,45754,63877,6488,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PRD,11469,43060,18,2694,45754,63877,11469,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PT,1465,43060,18,2694,45754,63877,1465,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,MC,4023,43060,18,2694,45754,63877,4023,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PAC,1504,43060,18,2694,45754,63877,1504,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PS,497,43060,18,2694,45754,63877,497,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,MORENA,4735,43060,18,2694,45754,63877,4735,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,ES,1120,43060,18,2694,45754,63877,1120,No
2016,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,PRI_PVEM_NUAL,11741,43060,18,2694,45754,63877,11741,Sí
2016,29,TLAXCALA,13,ZACATELCO,PAN,7599,39403,32,2032,41435,60129,7599,No
2016,29,TLAXCALA,13,ZACATELCO,PRD,8367,39403,32,2032,41435,60129,8367,No
2016,29,TLAXCALA,13,ZACATELCO,PT,1375,39403,32,2032,41435,60129,1375,No
2016,29,TLAXCALA,13,ZACATELCO,MC,2261,39403,32,2032,41435,60129,2261,No
2016,29,TLAXCALA,13,ZACATELCO,PAC,5048,39403,32,2032,41435,60129,5048,No
2016,29,TLAXCALA,13,ZACATELCO,PS,1411,39403,32,2032,41435,60129,1411,No
2016,29,TLAXCALA,13,ZACATELCO,MORENA,6296,39403,32,2032,41435,60129,6296,No
2016,29,TLAXCALA,13,ZACATELCO,ES,3196,39403,32,2032,41435,60129,3196,No
2016,29,TLAXCALA,13,ZACATELCO,PRI_PVEM_NUAL,3818,39403,32,2032,41435,60129,3818,Sí
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PAN,6003,41100,25,2357,43457,61432,6003,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PRD,7576,41100,25,2357,43457,61432,7576,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PT,1761,41100,25,2357,43457,61432,1761,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,MC,1,41100,25,2357,43457,61432,1,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PAC,4384,41100,25,2357,43457,61432,4384,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PS,5732,41100,25,2357,43457,61432,5732,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,MORENA,4008,41100,25,2357,43457,61432,4008,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,ES,974,41100,25,2357,43457,61432,974,No
2016,29,TLAXCALA,14,SANTA MARIA NATIVITAS,PRI_PVEM_NUAL,10636,41100,25,2357,43457,61432,10636,Sí
2016,29,TLAXCALA,15,VICENTE GUERRERO,PAN,10466,38746,44,1728,40474,59742,10466,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PRD,8582,38746,44,1728,40474,59742,8582,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PT,2547,38746,44,1728,40474,59742,2547,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PVEM,782,38746,44,1728,40474,59742,782,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,MC,1599,38746,44,1728,40474,59742,1599,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PAC,1588,38746,44,1728,40474,59742,1588,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PS,375,38746,44,1728,40474,59742,375,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,MORENA,3188,38746,44,1728,40474,59742,3188,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,ES,298,38746,44,1728,40474,59742,298,No
2016,29,TLAXCALA,15,VICENTE GUERRERO,PRI_NUAL,9277,38746,44,1728,40474,59742,9277,Sí
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PAN,7426,34991,75,1791,36782,54441,7426,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PRD,5446,34991,75,1791,36782,54441,5446,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PT,898,34991,75,1791,36782,54441,898,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,MC,1896,34991,75,1791,36782,54441,1896,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PAC,1384,34991,75,1791,36782,54441,1384,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PS,9131,34991,75,1791,36782,54441,9131,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,MORENA,1966,34991,75,1791,36782,54441,1966,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,ES,318,34991,75,1791,36782,54441,318,No
2016,29,TLAXCALA,2,TLAXCO DE MORELOS,PRI_PVEM_NUAL,6451,34991,75,1791,36782,54441,6451,Sí
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PAN,7612,37180,9,1866,39046,53372,7612,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PRD,1756,37180,9,1866,39046,53372,1756,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PT,1876,37180,9,1866,39046,53372,1876,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PVEM,2348,37180,9,1866,39046,53372,2348,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,MC,614,37180,9,1866,39046,53372,614,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PAC,1875,37180,9,1866,39046,53372,1875,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PS,6419,37180,9,1866,39046,53372,6419,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,MORENA,2140,37180,9,1866,39046,53372,2140,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,ES,627,37180,9,1866,39046,53372,627,No
2016,29,TLAXCALA,3,SAN COSME XALOZTOC,PRI_NUAL,11904,37180,9,1866,39046,53372,11904,Sí
2016,29,TLAXCALA,4,APIZACO,PAN,5828,34043,44,1782,35825,61094,5828,No
2016,29,TLAXCALA,4,APIZACO,PRD,7217,34043,44,1782,35825,61094,7217,No
2016,29,TLAXCALA,4,APIZACO,PT,838,34043,44,1782,35825,61094,838,No
2016,29,TLAXCALA,4,APIZACO,MC,968,34043,44,1782,35825,61094,968,No
2016,29,TLAXCALA,4,APIZACO,PAC,3231,34043,44,1782,35825,61094,3231,No
2016,29,TLAXCALA,4,APIZACO,PS,498,34043,44,1782,35825,61094,498,No
2016,29,TLAXCALA,4,APIZACO,MORENA,4223,34043,44,1782,35825,61094,4223,No
2016,29,TLAXCALA,4,APIZACO,ES,493,34043,44,1782,35825,61094,493,No
2016,29,TLAXCALA,4,APIZACO,PRI_PVEM_NUAL,7860,34043,44,1782,35825,61094,7860,Sí
2016,29,TLAXCALA,4,APIZACO,Candidatura Independiente,1286,34043,44,1782,35825,61094,1286,No
2016,29,TLAXCALA,4,APIZACO,Candidatura Independiente,1557,34043,44,1782,35825,61094,1557,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PAN,14420,33541,66,1683,35224,53942,14420,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PRD,2132,33541,66,1683,35224,53942,2132,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PT,1219,33541,66,1683,35224,53942,1219,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,MC,546,33541,66,1683,35224,53942,546,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PAC,2284,33541,66,1683,35224,53942,2284,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PS,872,33541,66,1683,35224,53942,872,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,MORENA,2949,33541,66,1683,35224,53942,2949,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,ES,610,33541,66,1683,35224,53942,610,No
2016,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,PRI_PVEM_NUAL,8443,33541,66,1683,35224,53942,8443,Sí
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PAN,3395,38753,443,2679,41432,62676,3395,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PRD,9425,38753,443,2679,41432,62676,9425,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PT,1386,38753,443,2679,41432,62676,1386,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PVEM,1249,38753,443,2679,41432,62676,1249,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,MC,2477,38753,443,2679,41432,62676,2477,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PAC,6034,38753,443,2679,41432,62676,6034,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PS,1602,38753,443,2679,41432,62676,1602,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,MORENA,3854,38753,443,2679,41432,62676,3854,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,ES,1253,38753,443,2679,41432,62676,1253,No
2016,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,PRI_NUAL,7635,38753,443,2679,41432,62676,7635,Sí
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PAN,5249,41942,2450,2336,44278,70480,5249,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PRD,9880,41942,2450,2336,44278,70480,9880,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PT,882,41942,2450,2336,44278,70480,882,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,MC,1283,41942,2450,2336,44278,70480,1283,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PAC,3635,41942,2450,2336,44278,70480,3635,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PS,1241,41942,2450,2336,44278,70480,1241,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,MORENA,5094,41942,2450,2336,44278,70480,5094,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,ES,1140,41942,2450,2336,44278,70480,1140,No
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,PRI_PVEM_NUAL,10483,41942,2450,2336,44278,70480,10483,Sí
2016,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,Candidatura Independiente,605,41942,2450,2336,44278,70480,605,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PAN,9288,37869,29,2104,39973,57134,9288,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PRD,9955,37869,29,2104,39973,57134,9955,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PT,1203,37869,29,2104,39973,57134,1203,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,MC,954,37869,29,2104,39973,57134,954,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PAC,2314,37869,29,2104,39973,57134,2314,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PS,760,37869,29,2104,39973,57134,760,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,MORENA,4189,37869,29,2104,39973,57134,4189,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,ES,853,37869,29,2104,39973,57134,853,No
2016,29,TLAXCALA,8,SAN BERNARDINO CONTLA,PRI_PVEM_NUAL,8324,37869,29,2104,39973,57134,8324,Sí
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,PAN,5949,39651,38,2355,42006,63205,5949,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,PRD,5534,39651,38,2355,42006,63205,5534,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,PT,7766,39651,38,2355,42006,63205,7766,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,MC,1498,39651,38,2355,42006,63205,1498,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,PAC,5244,39651,38,2355,42006,63205,5244,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,PS,743,39651,38,2355,42006,63205,743,No
2016,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,MORENA,4442,39651,38,2355,42006,63205,4442,No
