Año,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion,Coalición
2017,18,NAYARIT,10,SAN BLAS,PAN,4508,22915,5,1436,24356,38066,4508,No
2017,18,NAYARIT,10,SAN BLAS,PRI,5635,22915,5,1436,24356,38066,5635,No
2017,18,NAYARIT,10,SAN BLAS,PRD,760,22915,5,1436,24356,38066,760,No
2017,18,NAYARIT,10,SAN BLAS,PT,473,22915,5,1436,24356,38066,473,No
2017,18,NAYARIT,10,SAN BLAS,PVEM,1360,22915,5,1436,24356,38066,1360,No
2017,18,NAYARIT,10,SAN BLAS,PRS,179,22915,5,1436,24356,38066,179,No
2017,18,NAYARIT,10,SAN BLAS,MC,1605,22915,5,1436,24356,38066,1605,No
2017,18,NAYARIT,10,SAN BLAS,NUAL,1929,22915,5,1436,24356,38066,1929,No
2017,18,NAYARIT,10,SAN BLAS,MORENA,2190,22915,5,1436,24356,38066,2190,No
2017,18,NAYARIT,10,SAN BLAS,ES,344,22915,5,1436,24356,38066,344,No
2017,18,NAYARIT,10,SAN BLAS,PAN_PRD_PT_PRS,59,22915,5,1436,24356,38066,5979,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PRD_PT,16,22915,5,1436,24356,38066,5757,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PRD_PRS,4,22915,5,1436,24356,38066,5451,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PT_PRS,2,22915,5,1436,24356,38066,5162,Sí
2017,18,NAYARIT,10,SAN BLAS,PRD_PT_PRS,1,22915,5,1436,24356,38066,1413,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PRD,38,22915,5,1436,24356,38066,5306,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PT,17,22915,5,1436,24356,38066,4998,Sí
2017,18,NAYARIT,10,SAN BLAS,PAN_PRS,2,22915,5,1436,24356,38066,4689,Sí
2017,18,NAYARIT,10,SAN BLAS,PRD_PT,12,22915,5,1436,24356,38066,1245,Sí
2017,18,NAYARIT,10,SAN BLAS,PRD_PRS,2,22915,5,1436,24356,38066,941,Sí
2017,18,NAYARIT,10,SAN BLAS,PT_PRS,12,22915,5,1436,24356,38066,664,Sí
2017,18,NAYARIT,10,SAN BLAS,Candidatura Independiente,285,22915,5,1436,24356,38066,285,No
2017,18,NAYARIT,10,SAN BLAS,Candidatura Independiente,3482,22915,5,1436,24356,38066,3482,No
2017,18,NAYARIT,11,TEPIC,PAN,8663,31394,25,932,32351,48616,8663,No
2017,18,NAYARIT,11,TEPIC,PRI,5538,31394,25,932,32351,48616,5538,No
2017,18,NAYARIT,11,TEPIC,PRD,1451,31394,25,932,32351,48616,1451,No
2017,18,NAYARIT,11,TEPIC,PT,801,31394,25,932,32351,48616,801,No
2017,18,NAYARIT,11,TEPIC,PVEM,811,31394,25,932,32351,48616,811,No
2017,18,NAYARIT,11,TEPIC,PRS,150,31394,25,932,32351,48616,150,No
2017,18,NAYARIT,11,TEPIC,MC,3236,31394,25,932,32351,48616,3236,No
2017,18,NAYARIT,11,TEPIC,NUAL,771,31394,25,932,32351,48616,771,No
2017,18,NAYARIT,11,TEPIC,MORENA,4927,31394,25,932,32351,48616,4927,No
2017,18,NAYARIT,11,TEPIC,ES,758,31394,25,932,32351,48616,758,No
2017,18,NAYARIT,11,TEPIC,PAN_PRD_PT_PRS,191,31394,25,932,32351,48616,11256,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PRD_PT,60,31394,25,932,32351,48616,10975,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PRD_PRS,7,31394,25,932,32351,48616,10271,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PT_PRS,3,31394,25,932,32351,48616,9617,Sí
2017,18,NAYARIT,11,TEPIC,PRD_PT_PRS,4,31394,25,932,32351,48616,2406,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PRD,139,31394,25,932,32351,48616,10253,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PT,18,31394,25,932,32351,48616,9482,Sí
2017,18,NAYARIT,11,TEPIC,PAN_PRS,4,31394,25,932,32351,48616,8817,Sí
2017,18,NAYARIT,11,TEPIC,PRD_PT,17,31394,25,932,32351,48616,2269,Sí
2017,18,NAYARIT,11,TEPIC,PRD_PRS,2,31394,25,932,32351,48616,1603,Sí
2017,18,NAYARIT,11,TEPIC,PT_PRS,3,31394,25,932,32351,48616,954,Sí
2017,18,NAYARIT,11,TEPIC,Candidatura Independiente,784,31394,25,932,32351,48616,784,No
2017,18,NAYARIT,11,TEPIC,Candidatura Independiente,1384,31394,25,932,32351,48616,1384,No
2017,18,NAYARIT,11,TEPIC,Candidatura Independiente,536,31394,25,932,32351,48616,536,No
2017,18,NAYARIT,11,TEPIC,Candidatura Independiente,822,31394,25,932,32351,48616,822,No
2017,18,NAYARIT,11,TEPIC,Candidatura Independiente,314,31394,25,932,32351,48616,314,No
2017,18,NAYARIT,12,TEPIC,PAN,7085,27486,14,854,28354,46128,7085,No
2017,18,NAYARIT,12,TEPIC,PRI,5395,27486,14,854,28354,46128,5395,No
2017,18,NAYARIT,12,TEPIC,PRD,1421,27486,14,854,28354,46128,1421,No
2017,18,NAYARIT,12,TEPIC,PT,836,27486,14,854,28354,46128,836,No
2017,18,NAYARIT,12,TEPIC,PVEM,581,27486,14,854,28354,46128,581,No
2017,18,NAYARIT,12,TEPIC,PRS,111,27486,14,854,28354,46128,111,No
2017,18,NAYARIT,12,TEPIC,MC,1784,27486,14,854,28354,46128,1784,No
2017,18,NAYARIT,12,TEPIC,NUAL,919,27486,14,854,28354,46128,919,No
2017,18,NAYARIT,12,TEPIC,MORENA,4759,27486,14,854,28354,46128,4759,No
2017,18,NAYARIT,12,TEPIC,ES,511,27486,14,854,28354,46128,511,No
2017,18,NAYARIT,12,TEPIC,PAN_PRD_PT_PRS,195,27486,14,854,28354,46128,9648,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PRD_PT,45,27486,14,854,28354,46128,9387,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PRD_PRS,1,27486,14,854,28354,46128,8618,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PT_PRS,4,27486,14,854,28354,46128,8036,Sí
2017,18,NAYARIT,12,TEPIC,PRD_PT_PRS,1,27486,14,854,28354,46128,2369,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PRD,95,27486,14,854,28354,46128,8601,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PT,16,27486,14,854,28354,46128,7937,Sí
2017,18,NAYARIT,12,TEPIC,PAN_PRS,4,27486,14,854,28354,46128,7200,Sí
2017,18,NAYARIT,12,TEPIC,PRD_PT,16,27486,14,854,28354,46128,2273,Sí
2017,18,NAYARIT,12,TEPIC,PRD_PRS,1,27486,14,854,28354,46128,1533,Sí
2017,18,NAYARIT,12,TEPIC,PT_PRS,1,27486,14,854,28354,46128,948,Sí
2017,18,NAYARIT,12,TEPIC,Candidatura Independiente,1403,27486,14,854,28354,46128,1403,No
2017,18,NAYARIT,12,TEPIC,Candidatura Independiente,1173,27486,14,854,28354,46128,1173,No
2017,18,NAYARIT,12,TEPIC,Candidatura Independiente,1129,27486,14,854,28354,46128,1129,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN,7418,30854,3,1561,32418,44264,7418,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRI,12118,30854,3,1561,32418,44264,12118,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRD,885,30854,3,1561,32418,44264,885,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PT,1178,30854,3,1561,32418,44264,1178,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PVEM,706,30854,3,1561,32418,44264,706,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRS,97,30854,3,1561,32418,44264,97,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,MC,2875,30854,3,1561,32418,44264,2875,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,NUAL,1465,30854,3,1561,32418,44264,1465,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,MORENA,3095,30854,3,1561,32418,44264,3095,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,ES,156,30854,3,1561,32418,44264,156,No
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PRD_PT_PRS,72,30854,3,1561,32418,44264,9650,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PRD_PT,24,30854,3,1561,32418,44264,9505,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PRD_PRS,4,30854,3,1561,32418,44264,8404,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PT_PRS,7,30854,3,1561,32418,44264,8700,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRD_PT_PRS,3,30854,3,1561,32418,44264,2163,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PRD,46,30854,3,1561,32418,44264,8349,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PT,29,30854,3,1561,32418,44264,8625,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PAN_PRS,6,30854,3,1561,32418,44264,7521,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRD_PT,21,30854,3,1561,32418,44264,2084,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PRD_PRS,2,30854,3,1561,32418,44264,984,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,PT_PRS,7,30854,3,1561,32418,44264,1282,Sí
2017,18,NAYARIT,13,SANTA MARIA DEL ORO,Candidatura Independiente,640,30854,3,1561,32418,44264,640,No
2017,18,NAYARIT,14,XALISCO,PAN,8278,27393,18,957,28368,46624,8278,No
2017,18,NAYARIT,14,XALISCO,PRI,5528,27393,18,957,28368,46624,5528,No
2017,18,NAYARIT,14,XALISCO,PRD,802,27393,18,957,28368,46624,802,No
2017,18,NAYARIT,14,XALISCO,PT,472,27393,18,957,28368,46624,472,No
2017,18,NAYARIT,14,XALISCO,PVEM,817,27393,18,957,28368,46624,817,No
2017,18,NAYARIT,14,XALISCO,PRS,81,27393,18,957,28368,46624,81,No
2017,18,NAYARIT,14,XALISCO,MC,1388,27393,18,957,28368,46624,1388,No
2017,18,NAYARIT,14,XALISCO,NUAL,891,27393,18,957,28368,46624,891,No
2017,18,NAYARIT,14,XALISCO,MORENA,5815,27393,18,957,28368,46624,5815,No
2017,18,NAYARIT,14,XALISCO,ES,508,27393,18,957,28368,46624,508,No
2017,18,NAYARIT,14,XALISCO,PAN_PRD_PT_PRS,128,27393,18,957,28368,46624,9761,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PRD_PT,35,27393,18,957,28368,46624,9587,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PRD_PRS,3,27393,18,957,28368,46624,9164,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PT_PRS,3,27393,18,957,28368,46624,8834,Sí
2017,18,NAYARIT,14,XALISCO,PRD_PT_PRS,1,27393,18,957,28368,46624,1356,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PRD,80,27393,18,957,28368,46624,9160,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PT,15,27393,18,957,28368,46624,8765,Sí
2017,18,NAYARIT,14,XALISCO,PAN_PRS,4,27393,18,957,28368,46624,8363,Sí
2017,18,NAYARIT,14,XALISCO,PRD_PT,13,27393,18,957,28368,46624,1287,Sí
2017,18,NAYARIT,14,XALISCO,PRD_PRS,0,27393,18,957,28368,46624,883,Sí
2017,18,NAYARIT,14,XALISCO,PT_PRS,1,27393,18,957,28368,46624,554,Sí
2017,18,NAYARIT,14,XALISCO,Candidatura Independiente,1515,27393,18,957,28368,46624,1515,No
2017,18,NAYARIT,14,XALISCO,Candidatura Independiente,1015,27393,18,957,28368,46624,1015,No
2017,18,NAYARIT,15,COMPOSTELA,PAN,6769,25095,19,1148,26262,45138,6769,No
2017,18,NAYARIT,15,COMPOSTELA,PRI,6340,25095,19,1148,26262,45138,6340,No
2017,18,NAYARIT,15,COMPOSTELA,PRD,494,25095,19,1148,26262,45138,494,No
2017,18,NAYARIT,15,COMPOSTELA,PT,807,25095,19,1148,26262,45138,807,No
2017,18,NAYARIT,15,COMPOSTELA,PVEM,638,25095,19,1148,26262,45138,638,No
2017,18,NAYARIT,15,COMPOSTELA,PRS,357,25095,19,1148,26262,45138,357,No
2017,18,NAYARIT,15,COMPOSTELA,MC,3779,25095,19,1148,26262,45138,3779,No
2017,18,NAYARIT,15,COMPOSTELA,NUAL,449,25095,19,1148,26262,45138,449,No
2017,18,NAYARIT,15,COMPOSTELA,MORENA,3194,25095,19,1148,26262,45138,3194,No
2017,18,NAYARIT,15,COMPOSTELA,ES,412,25095,19,1148,26262,45138,412,No
2017,18,NAYARIT,15,COMPOSTELA,PAN_PRD_PT_PRS,77,25095,19,1148,26262,45138,8504,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PRD_PT,30,25095,19,1148,26262,45138,8100,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PRD_PRS,6,25095,19,1148,26262,45138,7626,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PT_PRS,7,25095,19,1148,26262,45138,7940,Sí
2017,18,NAYARIT,15,COMPOSTELA,PRD_PT_PRS,1,25095,19,1148,26262,45138,1659,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PRD,27,25095,19,1148,26262,45138,7290,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PT,35,25095,19,1148,26262,45138,7611,Sí
2017,18,NAYARIT,15,COMPOSTELA,PAN_PRS,5,25095,19,1148,26262,45138,7131,Sí
2017,18,NAYARIT,15,COMPOSTELA,PRD_PT,7,25095,19,1148,26262,45138,1308,Sí
2017,18,NAYARIT,15,COMPOSTELA,PRD_PRS,2,25095,19,1148,26262,45138,853,Sí
2017,18,NAYARIT,15,COMPOSTELA,PT_PRS,16,25095,19,1148,26262,45138,1180,Sí
2017,18,NAYARIT,15,COMPOSTELA,Candidatura Independiente,1643,25095,19,1148,26262,45138,1643,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN,6120,27055,8,1247,28310,41354,6120,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRI,7533,27055,8,1247,28310,41354,7533,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRD,1077,27055,8,1247,28310,41354,1077,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PT,3584,27055,8,1247,28310,41354,3584,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PVEM,610,27055,8,1247,28310,41354,610,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRS,155,27055,8,1247,28310,41354,155,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,MC,4234,27055,8,1247,28310,41354,4234,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,NUAL,435,27055,8,1247,28310,41354,435,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,MORENA,1103,27055,8,1247,28310,41354,1103,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,ES,1042,27055,8,1247,28310,41354,1042,No
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PRD_PT_PRS,66,27055,8,1247,28310,41354,11002,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PRD_PT,34,27055,8,1247,28310,41354,10815,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PRD_PRS,0,27055,8,1247,28310,41354,7352,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PT_PRS,5,27055,8,1247,28310,41354,9864,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRD_PT_PRS,1,27055,8,1247,28310,41354,4817,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PRD,18,27055,8,1247,28310,41354,7215,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PT,39,27055,8,1247,28310,41354,9743,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PAN_PRS,1,27055,8,1247,28310,41354,6276,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRD_PT,7,27055,8,1247,28310,41354,4668,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PRD_PRS,1,27055,8,1247,28310,41354,1233,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,PT_PRS,3,27055,8,1247,28310,41354,3742,Sí
2017,18,NAYARIT,16,IXTLAN DEL RIO,Candidatura Independiente,987,27055,8,1247,28310,41354,987,No
2017,18,NAYARIT,17,BUCERIAS,PAN,8089,25873,2,1096,26971,48227,8089,No
2017,18,NAYARIT,17,BUCERIAS,PRI,7002,25873,2,1096,26971,48227,7002,No
2017,18,NAYARIT,17,BUCERIAS,PRD,629,25873,2,1096,26971,48227,629,No
2017,18,NAYARIT,17,BUCERIAS,PT,1014,25873,2,1096,26971,48227,1014,No
2017,18,NAYARIT,17,BUCERIAS,PVEM,681,25873,2,1096,26971,48227,681,No
2017,18,NAYARIT,17,BUCERIAS,PRS,112,25873,2,1096,26971,48227,112,No
2017,18,NAYARIT,17,BUCERIAS,MC,2736,25873,2,1096,26971,48227,2736,No
2017,18,NAYARIT,17,BUCERIAS,NUAL,337,25873,2,1096,26971,48227,337,No
2017,18,NAYARIT,17,BUCERIAS,MORENA,1180,25873,2,1096,26971,48227,1180,No
2017,18,NAYARIT,17,BUCERIAS,ES,224,25873,2,1096,26971,48227,224,No
2017,18,NAYARIT,17,BUCERIAS,PAN_PRD_PT_PRS,224,25873,2,1096,26971,48227,10068,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PRD_PT,55,25873,2,1096,26971,48227,9787,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PRD_PRS,4,25873,2,1096,26971,48227,8834,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PT_PRS,8,25873,2,1096,26971,48227,9223,Sí
2017,18,NAYARIT,17,BUCERIAS,PRD_PT_PRS,5,25873,2,1096,26971,48227,1760,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PRD,52,25873,2,1096,26971,48227,8770,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PT,26,25873,2,1096,26971,48227,9129,Sí
2017,18,NAYARIT,17,BUCERIAS,PAN_PRS,8,25873,2,1096,26971,48227,8209,Sí
2017,18,NAYARIT,17,BUCERIAS,PRD_PT,11,25873,2,1096,26971,48227,1654,Sí
2017,18,NAYARIT,17,BUCERIAS,PRD_PRS,1,25873,2,1096,26971,48227,742,Sí
2017,18,NAYARIT,17,BUCERIAS,PT_PRS,2,25873,2,1096,26971,48227,1128,Sí
2017,18,NAYARIT,17,BUCERIAS,Candidatura Independiente,674,25873,2,1096,26971,48227,674,No
2017,18,NAYARIT,17,BUCERIAS,Candidatura Independiente,2799,25873,2,1096,26971,48227,2799,No
2017,18,NAYARIT,18,MEZCALES,PAN,4373,20775,46,858,21679,48491,4373,No
2017,18,NAYARIT,18,MEZCALES,PRI,6082,20775,46,858,21679,48491,6082,No
2017,18,NAYARIT,18,MEZCALES,PRD,860,20775,46,858,21679,48491,860,No
2017,18,NAYARIT,18,MEZCALES,PT,747,20775,46,858,21679,48491,747,No
2017,18,NAYARIT,18,MEZCALES,PVEM,382,20775,46,858,21679,48491,382,No
2017,18,NAYARIT,18,MEZCALES,PRS,328,20775,46,858,21679,48491,328,No
2017,18,NAYARIT,18,MEZCALES,MC,3428,20775,46,858,21679,48491,3428,No
2017,18,NAYARIT,18,MEZCALES,NUAL,615,20775,46,858,21679,48491,615,No
2017,18,NAYARIT,18,MEZCALES,MORENA,1749,20775,46,858,21679,48491,1749,No
2017,18,NAYARIT,18,MEZCALES,ES,357,20775,46,858,21679,48491,357,No
2017,18,NAYARIT,18,MEZCALES,PAN_PRD_PT_PRS,232,20775,46,858,21679,48491,6540,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PRD_PT,42,20775,46,858,21679,48491,6022,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PRD_PRS,9,20775,46,858,21679,48491,5570,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PT_PRS,6,20775,46,858,21679,48491,5454,Sí
2017,18,NAYARIT,18,MEZCALES,PRD_PT_PRS,2,20775,46,858,21679,48491,1937,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PRD,43,20775,46,858,21679,48491,5276,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PT,26,20775,46,858,21679,48491,5146,Sí
2017,18,NAYARIT,18,MEZCALES,PAN_PRS,9,20775,46,858,21679,48491,4710,Sí
2017,18,NAYARIT,18,MEZCALES,PRD_PT,17,20775,46,858,21679,48491,1624,Sí
2017,18,NAYARIT,18,MEZCALES,PRD_PRS,3,20775,46,858,21679,48491,1191,Sí
2017,18,NAYARIT,18,MEZCALES,PT_PRS,6,20775,46,858,21679,48491,1081,Sí
2017,18,NAYARIT,18,MEZCALES,Candidatura Independiente,1459,20775,46,858,21679,48491,1459,No
2017,18,NAYARIT,2,TECUALA,PAN,3007,28570,5,1434,30009,44128,3007,No
2017,18,NAYARIT,2,TECUALA,PRI,10340,28570,5,1434,30009,44128,10340,No
2017,18,NAYARIT,2,TECUALA,PRD,2424,28570,5,1434,30009,44128,2424,No
2017,18,NAYARIT,2,TECUALA,PT,714,28570,5,1434,30009,44128,714,No
2017,18,NAYARIT,2,TECUALA,PVEM,754,28570,5,1434,30009,44128,754,No
2017,18,NAYARIT,2,TECUALA,PRS,326,28570,5,1434,30009,44128,326,No
2017,18,NAYARIT,2,TECUALA,MC,1351,28570,5,1434,30009,44128,1351,No
2017,18,NAYARIT,2,TECUALA,NUAL,2111,28570,5,1434,30009,44128,2111,No
2017,18,NAYARIT,2,TECUALA,MORENA,3304,28570,5,1434,30009,44128,3304,No
2017,18,NAYARIT,2,TECUALA,ES,502,28570,5,1434,30009,44128,502,No
2017,18,NAYARIT,2,TECUALA,PAN_PRD_PT_PRS,96,28570,5,1434,30009,44128,6567,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PRD_PT,17,28570,5,1434,30009,44128,6162,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PRD_PRS,3,28570,5,1434,30009,44128,5760,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PT_PRS,5,28570,5,1434,30009,44128,4052,Sí
2017,18,NAYARIT,2,TECUALA,PRD_PT_PRS,1,28570,5,1434,30009,44128,3465,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PRD,70,28570,5,1434,30009,44128,5501,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PT,16,28570,5,1434,30009,44128,3737,Sí
2017,18,NAYARIT,2,TECUALA,PAN_PRS,5,28570,5,1434,30009,44128,3338,Sí
2017,18,NAYARIT,2,TECUALA,PRD_PT,21,28570,5,1434,30009,44128,3159,Sí
2017,18,NAYARIT,2,TECUALA,PRD_PRS,9,28570,5,1434,30009,44128,2759,Sí
2017,18,NAYARIT,2,TECUALA,PT_PRS,3,28570,5,1434,30009,44128,1043,Sí
2017,18,NAYARIT,2,TECUALA,PRI_PVEM_NUAL,36,28570,5,1434,30009,44128,13241,Sí
2017,18,NAYARIT,2,TECUALA,PRI_PVEM,76,28570,5,1434,30009,44128,11170,Sí
2017,18,NAYARIT,2,TECUALA,PRI_NUAL,55,28570,5,1434,30009,44128,12506,Sí
2017,18,NAYARIT,2,TECUALA,PVEM_NUAL,11,28570,5,1434,30009,44128,2876,Sí
2017,18,NAYARIT,2,TECUALA,Candidatura Independiente,3313,28570,5,1434,30009,44128,3313,No
2017,18,NAYARIT,3,JESUS MARIA,PAN,12160,26510,5,1525,28040,41526,12160,No
2017,18,NAYARIT,3,JESUS MARIA,PRI,6547,26510,5,1525,28040,41526,6547,No
2017,18,NAYARIT,3,JESUS MARIA,PRD,772,26510,5,1525,28040,41526,772,No
2017,18,NAYARIT,3,JESUS MARIA,PT,249,26510,5,1525,28040,41526,249,No
2017,18,NAYARIT,3,JESUS MARIA,PVEM,572,26510,5,1525,28040,41526,572,No
2017,18,NAYARIT,3,JESUS MARIA,PRS,115,26510,5,1525,28040,41526,115,No
2017,18,NAYARIT,3,JESUS MARIA,MC,1677,26510,5,1525,28040,41526,1677,No
2017,18,NAYARIT,3,JESUS MARIA,NUAL,365,26510,5,1525,28040,41526,365,No
2017,18,NAYARIT,3,JESUS MARIA,MORENA,1737,26510,5,1525,28040,41526,1737,No
