Año,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion,Coalición
2020,5,COAHUILA,1,ACUÑA,PAN,1639,49428,21,1883,51332,142274,1639,No
2020,5,COAHUILA,1,ACUÑA,PRI,19763,49428,21,1883,51332,142274,19763,No
2020,5,COAHUILA,1,ACUÑA,PRD,471,49428,21,1883,51332,142274,471,No
2020,5,COAHUILA,1,ACUÑA,PT,409,49428,21,1883,51332,142274,409,No
2020,5,COAHUILA,1,ACUÑA,PVEM,3035,49428,21,1883,51332,142274,3035,No
2020,5,COAHUILA,1,ACUÑA,UDC,10075,49428,21,1883,51332,142274,10075,No
2020,5,COAHUILA,1,ACUÑA,MC,215,49428,21,1883,51332,142274,215,No
2020,5,COAHUILA,1,ACUÑA,MORENA,11608,49428,21,1883,51332,142274,11608,No
2020,5,COAHUILA,1,ACUÑA,UNIDOS,1661,49428,21,1883,51332,142274,1661,No
2020,5,COAHUILA,1,ACUÑA,PRC,209,49428,21,1883,51332,142274,209,No
2020,5,COAHUILA,1,ACUÑA,EZA-PRO,343,49428,21,1883,51332,142274,343,No
2020,5,COAHUILA,10,TORREON,PAN,8825,52251,36,1183,53470,118965,8825,No
2020,5,COAHUILA,10,TORREON,PRI,29569,52251,36,1183,53470,118965,29569,No
2020,5,COAHUILA,10,TORREON,PRD,578,52251,36,1183,53470,118965,578,No
2020,5,COAHUILA,10,TORREON,PT,386,52251,36,1183,53470,118965,386,No
2020,5,COAHUILA,10,TORREON,PVEM,929,52251,36,1183,53470,118965,929,No
2020,5,COAHUILA,10,TORREON,UDC,262,52251,36,1183,53470,118965,262,No
2020,5,COAHUILA,10,TORREON,MC,855,52251,36,1183,53470,118965,855,No
2020,5,COAHUILA,10,TORREON,MORENA,9893,52251,36,1183,53470,118965,9893,No
2020,5,COAHUILA,10,TORREON,UNIDOS,425,52251,36,1183,53470,118965,425,No
2020,5,COAHUILA,10,TORREON,PRC,236,52251,36,1183,53470,118965,236,No
2020,5,COAHUILA,10,TORREON,EZA-PRO,293,52251,36,1183,53470,118965,293,No
2020,5,COAHUILA,11,TORREON,PAN,6810,47262,95,1232,48589,128903,6810,No
2020,5,COAHUILA,11,TORREON,PRI,25720,47262,95,1232,48589,128903,25720,No
2020,5,COAHUILA,11,TORREON,PRD,382,47262,95,1232,48589,128903,382,No
2020,5,COAHUILA,11,TORREON,PT,424,47262,95,1232,48589,128903,424,No
2020,5,COAHUILA,11,TORREON,PVEM,736,47262,95,1232,48589,128903,736,No
2020,5,COAHUILA,11,TORREON,UDC,423,47262,95,1232,48589,128903,423,No
2020,5,COAHUILA,11,TORREON,MC,481,47262,95,1232,48589,128903,481,No
2020,5,COAHUILA,11,TORREON,MORENA,11248,47262,95,1232,48589,128903,11248,No
2020,5,COAHUILA,11,TORREON,UNIDOS,380,47262,95,1232,48589,128903,380,No
2020,5,COAHUILA,11,TORREON,PRC,329,47262,95,1232,48589,128903,329,No
2020,5,COAHUILA,11,TORREON,EZA-PRO,329,47262,95,1232,48589,128903,329,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PAN,3948,48030,22,1556,49608,131979,3948,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PRI,25479,48030,22,1556,49608,131979,25479,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PRD,779,48030,22,1556,49608,131979,779,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PT,773,48030,22,1556,49608,131979,773,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PVEM,1575,48030,22,1556,49608,131979,1575,No
2020,5,COAHUILA,12,RAMOS ARIZPE,UDC,442,48030,22,1556,49608,131979,442,No
2020,5,COAHUILA,12,RAMOS ARIZPE,MC,432,48030,22,1556,49608,131979,432,No
2020,5,COAHUILA,12,RAMOS ARIZPE,MORENA,5227,48030,22,1556,49608,131979,5227,No
2020,5,COAHUILA,12,RAMOS ARIZPE,UNIDOS,6655,48030,22,1556,49608,131979,6655,No
2020,5,COAHUILA,12,RAMOS ARIZPE,PRC,206,48030,22,1556,49608,131979,206,No
2020,5,COAHUILA,12,RAMOS ARIZPE,EZA-PRO,2514,48030,22,1556,49608,131979,2514,No
2020,5,COAHUILA,13,SALTILLO,PAN,4557,46751,60,1647,48458,138565,4557,No
2020,5,COAHUILA,13,SALTILLO,PRI,25639,46751,60,1647,48458,138565,25639,No
2020,5,COAHUILA,13,SALTILLO,PRD,410,46751,60,1647,48458,138565,410,No
2020,5,COAHUILA,13,SALTILLO,PT,662,46751,60,1647,48458,138565,662,No
2020,5,COAHUILA,13,SALTILLO,PVEM,1001,46751,60,1647,48458,138565,1001,No
2020,5,COAHUILA,13,SALTILLO,UDC,401,46751,60,1647,48458,138565,401,No
2020,5,COAHUILA,13,SALTILLO,MC,575,46751,60,1647,48458,138565,575,No
2020,5,COAHUILA,13,SALTILLO,MORENA,9428,46751,60,1647,48458,138565,9428,No
2020,5,COAHUILA,13,SALTILLO,UNIDOS,1790,46751,60,1647,48458,138565,1790,No
2020,5,COAHUILA,13,SALTILLO,PRC,257,46751,60,1647,48458,138565,257,No
2020,5,COAHUILA,13,SALTILLO,EZA-PRO,2031,46751,60,1647,48458,138565,2031,No
2020,5,COAHUILA,14,SALTILLO,PAN,9018,52658,589,1667,54914,159491,9018,No
2020,5,COAHUILA,14,SALTILLO,PRI,26241,52658,589,1667,54914,159491,26241,No
2020,5,COAHUILA,14,SALTILLO,PRD,430,52658,589,1667,54914,159491,430,No
2020,5,COAHUILA,14,SALTILLO,PT,631,52658,589,1667,54914,159491,631,No
2020,5,COAHUILA,14,SALTILLO,PVEM,994,52658,589,1667,54914,159491,994,No
2020,5,COAHUILA,14,SALTILLO,UDC,448,52658,589,1667,54914,159491,448,No
2020,5,COAHUILA,14,SALTILLO,MC,3068,52658,589,1667,54914,159491,3068,No
2020,5,COAHUILA,14,SALTILLO,MORENA,9165,52658,589,1667,54914,159491,9165,No
2020,5,COAHUILA,14,SALTILLO,UNIDOS,1279,52658,589,1667,54914,159491,1279,No
2020,5,COAHUILA,14,SALTILLO,PRC,149,52658,589,1667,54914,159491,149,No
2020,5,COAHUILA,14,SALTILLO,EZA-PRO,1235,52658,589,1667,54914,159491,1235,No
2020,5,COAHUILA,15,SALTILLO,PAN,4723,50489,59,1961,52509,145522,4723,No
2020,5,COAHUILA,15,SALTILLO,PRI,28555,50489,59,1961,52509,145522,28555,No
2020,5,COAHUILA,15,SALTILLO,PRD,603,50489,59,1961,52509,145522,603,No
2020,5,COAHUILA,15,SALTILLO,PT,1158,50489,59,1961,52509,145522,1158,No
2020,5,COAHUILA,15,SALTILLO,PVEM,1005,50489,59,1961,52509,145522,1005,No
2020,5,COAHUILA,15,SALTILLO,UDC,301,50489,59,1961,52509,145522,301,No
2020,5,COAHUILA,15,SALTILLO,MC,789,50489,59,1961,52509,145522,789,No
2020,5,COAHUILA,15,SALTILLO,MORENA,9803,50489,59,1961,52509,145522,9803,No
2020,5,COAHUILA,15,SALTILLO,UNIDOS,2129,50489,59,1961,52509,145522,2129,No
2020,5,COAHUILA,15,SALTILLO,PRC,245,50489,59,1961,52509,145522,245,No
2020,5,COAHUILA,15,SALTILLO,EZA-PRO,1178,50489,59,1961,52509,145522,1178,No
2020,5,COAHUILA,16,SALTILLO,PAN,4561,57374,55,2332,59761,154160,4561,No
2020,5,COAHUILA,16,SALTILLO,PRI,32519,57374,55,2332,59761,154160,32519,No
2020,5,COAHUILA,16,SALTILLO,PRD,638,57374,55,2332,59761,154160,638,No
2020,5,COAHUILA,16,SALTILLO,PT,692,57374,55,2332,59761,154160,692,No
2020,5,COAHUILA,16,SALTILLO,PVEM,1047,57374,55,2332,59761,154160,1047,No
2020,5,COAHUILA,16,SALTILLO,UDC,401,57374,55,2332,59761,154160,401,No
2020,5,COAHUILA,16,SALTILLO,MC,559,57374,55,2332,59761,154160,559,No
2020,5,COAHUILA,16,SALTILLO,MORENA,10701,57374,55,2332,59761,154160,10701,No
2020,5,COAHUILA,16,SALTILLO,UNIDOS,1885,57374,55,2332,59761,154160,1885,No
2020,5,COAHUILA,16,SALTILLO,PRC,264,57374,55,2332,59761,154160,264,No
2020,5,COAHUILA,16,SALTILLO,EZA-PRO,4107,57374,55,2332,59761,154160,4107,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PAN,2911,48693,20,1324,50037,156663,2911,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PRI,18469,48693,20,1324,50037,156663,18469,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PRD,391,48693,20,1324,50037,156663,391,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PT,659,48693,20,1324,50037,156663,659,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PVEM,1572,48693,20,1324,50037,156663,1572,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,UDC,5234,48693,20,1324,50037,156663,5234,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,MC,949,48693,20,1324,50037,156663,949,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,MORENA,8091,48693,20,1324,50037,156663,8091,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,UNIDOS,337,48693,20,1324,50037,156663,337,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,PRC,164,48693,20,1324,50037,156663,164,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,EZA-PRO,441,48693,20,1324,50037,156663,441,No
2020,5,COAHUILA,2,PIEDRAS NEGRAS,Candidatura Independiente,9475,48693,20,1324,50037,156663,9475,No
2020,5,COAHUILA,3,SABINAS,PAN,2695,53078,39,1799,54916,136811,2695,No
2020,5,COAHUILA,3,SABINAS,PRI,28349,53078,39,1799,54916,136811,28349,No
2020,5,COAHUILA,3,SABINAS,PRD,270,53078,39,1799,54916,136811,270,No
2020,5,COAHUILA,3,SABINAS,PT,1068,53078,39,1799,54916,136811,1068,No
2020,5,COAHUILA,3,SABINAS,PVEM,624,53078,39,1799,54916,136811,624,No
2020,5,COAHUILA,3,SABINAS,UDC,4368,53078,39,1799,54916,136811,4368,No
2020,5,COAHUILA,3,SABINAS,MC,685,53078,39,1799,54916,136811,685,No
2020,5,COAHUILA,3,SABINAS,MORENA,13595,53078,39,1799,54916,136811,13595,No
2020,5,COAHUILA,3,SABINAS,UNIDOS,352,53078,39,1799,54916,136811,352,No
2020,5,COAHUILA,3,SABINAS,PRC,201,53078,39,1799,54916,136811,201,No
2020,5,COAHUILA,3,SABINAS,EZA-PRO,871,53078,39,1799,54916,136811,871,No
2020,5,COAHUILA,4,SAN PEDRO,PAN,4044,57218,259,1580,59057,119959,4044,No
2020,5,COAHUILA,4,SAN PEDRO,PRI,25426,57218,259,1580,59057,119959,25426,No
2020,5,COAHUILA,4,SAN PEDRO,PRD,2404,57218,259,1580,59057,119959,2404,No
2020,5,COAHUILA,4,SAN PEDRO,PT,534,57218,259,1580,59057,119959,534,No
