Año,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion,Coalición
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PAN,5575,29567,35,1148,30750,51743,5575,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PRI,5562,29567,35,1148,30750,51743,5562,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PRD,321,29567,35,1148,30750,51743,321,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PVEM,3449,29567,35,1148,30750,51743,3449,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PT,2186,29567,35,1148,30750,51743,2186,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,MC,5511,29567,35,1148,30750,51743,5511,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,MORENA,3046,29567,35,1148,30750,51743,3046,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PLA,292,29567,35,1148,30750,51743,292,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PANALA,1273,29567,35,1148,30750,51743,1273,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PES,299,29567,35,1148,30750,51743,299,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,RSP,209,29567,35,1148,30750,51743,209,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,FXM,891,29567,35,1148,30750,51743,891,No
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PAN_PRD,36,29567,35,1148,30750,51743,5932,Sí
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PT_MORENA_PANALA,79,29567,35,1148,30750,51743,6584,Sí
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PT_MORENA,36,29567,35,1148,30750,51743,5268,Sí
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,PT_PANALA,37,29567,35,1148,30750,51743,3496,Sí
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,MORENA_PANALA,28,29567,35,1148,30750,51743,4347,Sí
2021,1,AGUASCALIENTES,1,RINCON DE ROMOS,Candidatura Independiente,737,29567,35,1148,30750,51743,737,No
2021,1,AGUASCALIENTES,10,AGUASCALIENTES,PAN,18686,31331,20,821,32172,60739,18686,No
2021,1,AGUASCALIENTES,10,AGUASCALIENTES,PRI,2244,31331,20,821,32172,60739,2244,No
2021,1,AGUASCALIENTES,10,AGUASCALIENTES,PRD,380,31331,20,821,32172,60739,380,No
