Año,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion,Coalición
2019,2,BAJA CALIFORNIA,1,MEXICALI,PAN,11630,44884,36,1738,46658,161073,11630,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,PRI,1899,44884,36,1738,46658,161073,1899,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,PRD,1429,44884,36,1738,46658,161073,1429,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM,1001,44884,36,1738,46658,161073,1001,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,PT,982,44884,36,1738,46658,161073,982,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,MC,7511,44884,36,1738,46658,161073,7511,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,MORENA,18063,44884,36,1738,46658,161073,18063,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_PT_TRANS_MORENA,56,44884,36,1738,46658,161073,21115,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_PT_TRANS,16,44884,36,1738,46658,161073,3012,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_PT_MORENA,5,44884,36,1738,46658,161073,20051,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_TRANS_MORENA,17,44884,36,1738,46658,161073,20094,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PT_TRANS_MORENA,48,44884,36,1738,46658,161073,20106,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_PT,9,44884,36,1738,46658,161073,1992,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_TRANS,7,44884,36,1738,46658,161073,2021,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PVEM_MORENA,29,44884,36,1738,46658,161073,19093,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PT_TRANS,14,44884,36,1738,46658,161073,2009,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PT_MORENA,54,44884,36,1738,46658,161073,19099,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,TRANS_MORENA,138,44884,36,1738,46658,161073,19214,Sí
2019,2,BAJA CALIFORNIA,1,MEXICALI,PBC,963,44884,36,1738,46658,161073,963,No
2019,2,BAJA CALIFORNIA,1,MEXICALI,TRANS,1013,44884,36,1738,46658,161073,1013,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PAN,12807,52230,48,1720,53998,171989,12807,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PRI,3814,52230,48,1720,53998,171989,3814,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PRD,6471,52230,48,1720,53998,171989,6471,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM,1268,52230,48,1720,53998,171989,1268,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PT,1030,52230,48,1720,53998,171989,1030,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,MC,2406,52230,48,1720,53998,171989,2406,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,MORENA,21167,52230,48,1720,53998,171989,21167,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_PT_TRANS_MORENA,62,52230,48,1720,53998,171989,24553,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_PT_TRANS,17,52230,48,1720,53998,171989,3341,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_PT_MORENA,18,52230,48,1720,53998,171989,23483,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_TRANS_MORENA,11,52230,48,1720,53998,171989,23472,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PT_TRANS_MORENA,56,52230,48,1720,53998,171989,23279,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_PT,14,52230,48,1720,53998,171989,2312,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_TRANS,6,52230,48,1720,53998,171989,2300,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PVEM_MORENA,29,52230,48,1720,53998,171989,22464,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PT_TRANS,10,52230,48,1720,53998,171989,2066,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PT_MORENA,40,52230,48,1720,53998,171989,22237,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,TRANS_MORENA,110,52230,48,1720,53998,171989,22303,Sí
2019,2,BAJA CALIFORNIA,10,TIJUANA,PBC,1868,52230,48,1720,53998,171989,1868,No
2019,2,BAJA CALIFORNIA,10,TIJUANA,TRANS,1026,52230,48,1720,53998,171989,1026,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PAN,8433,48919,42,1513,50474,164908,8433,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PRI,2228,48919,42,1513,50474,164908,2228,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PRD,7470,48919,42,1513,50474,164908,7470,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM,1236,48919,42,1513,50474,164908,1236,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PT,1191,48919,42,1513,50474,164908,1191,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,MC,2738,48919,42,1513,50474,164908,2738,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,MORENA,20690,48919,42,1513,50474,164908,20690,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_PT_TRANS_MORENA,107,48919,42,1513,50474,164908,25406,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_PT_TRANS,32,48919,42,1513,50474,164908,4641,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_PT_MORENA,20,48919,42,1513,50474,164908,23137,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_TRANS_MORENA,14,48919,42,1513,50474,164908,24122,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PT_TRANS_MORENA,66,48919,42,1513,50474,164908,24129,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_PT,13,48919,42,1513,50474,164908,2440,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_TRANS,7,48919,42,1513,50474,164908,3425,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PVEM_MORENA,24,48919,42,1513,50474,164908,21950,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PT_TRANS,17,48919,42,1513,50474,164908,3390,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PT_MORENA,55,48919,42,1513,50474,164908,21936,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,TRANS_MORENA,180,48919,42,1513,50474,164908,23052,Sí
2019,2,BAJA CALIFORNIA,11,TIJUANA,PBC,2216,48919,42,1513,50474,164908,2216,No
2019,2,BAJA CALIFORNIA,11,TIJUANA,TRANS,2182,48919,42,1513,50474,164908,2182,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PAN,5145,39459,31,1216,40706,158602,5145,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PRI,1644,39459,31,1216,40706,158602,1644,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PRD,5526,39459,31,1216,40706,158602,5526,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM,1296,39459,31,1216,40706,158602,1296,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PT,1488,39459,31,1216,40706,158602,1488,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,MC,2445,39459,31,1216,40706,158602,2445,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,MORENA,19132,39459,31,1216,40706,158602,19132,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_PT_TRANS_MORENA,68,39459,31,1216,40706,158602,22929,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_PT_TRANS,27,39459,31,1216,40706,158602,3756,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_PT_MORENA,35,39459,31,1216,40706,158602,21951,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_TRANS_MORENA,21,39459,31,1216,40706,158602,21394,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PT_TRANS_MORENA,55,39459,31,1216,40706,158602,21620,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_PT,15,39459,31,1216,40706,158602,2799,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_TRANS,9,39459,31,1216,40706,158602,2250,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PVEM_MORENA,41,39459,31,1216,40706,158602,20469,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PT_TRANS,24,39459,31,1216,40706,158602,2457,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PT_MORENA,72,39459,31,1216,40706,158602,20692,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,TRANS_MORENA,118,39459,31,1216,40706,158602,20195,Sí
2019,2,BAJA CALIFORNIA,12,TIJUANA,PBC,1353,39459,31,1216,40706,158602,1353,No
2019,2,BAJA CALIFORNIA,12,TIJUANA,TRANS,945,39459,31,1216,40706,158602,945,No
2019,2,BAJA CALIFORNIA,13,TIJUANA,PAN,6607,44319,34,1153,45506,181340,6607,No
2019,2,BAJA CALIFORNIA,13,TIJUANA,PRI,1668,44319,34,1153,45506,181340,1668,No
2019,2,BAJA CALIFORNIA,13,TIJUANA,PRD,7451,44319,34,1153,45506,181340,7451,No
2019,2,BAJA CALIFORNIA,13,TIJUANA,PVEM,1112,44319,34,1153,45506,181340,1112,No
